iter,hv,igd,gd
1,0,126.6597523149172,99.864063566505337
2,0,135.5738851943247,134.90616349957847
3,0,142.21153378859458,141.54386934420063
4,0,147.01371752270586,86.943336473061308
5,0,156.67241714990254,111.71028635986582
6,0,131.25766571632138,102.57414067746502
7,0,136.31300864939118,135.64529360512989
8,0,135.76141658152005,100.71498624163044
9,0,161.26267145808484,114.09751629127341
10,0,141.55275634051401,111.8497730751085
11,0,154.90977239323502,92.572908091831906
12,0,140.74409434002331,104.17840722430464
13,0,143.51948191006866,85.947856603055925
14,0,146.10828382756111,107.08017551770206
15,0,149.34882669586921,148.68121814065938
16,0,126.12766086696143,76.367541086408906
17,0,154.37530908726168,82.191314288219758
18,0,125.65750583467015,84.272087698395694
19,0,149.68011315635809,149.01250706603861
20,0,157.99874488419732,157.33119730308803
21,0,135.66320785966883,96.915862780300287
22,0,137.22751812783372,89.658086250192127
23,0,151.58996932363721,107.31309274519253
24,0,137.40853397849662,81.343232977795594
25,0,163.49993000782897,117.42357407468035
26,0,115.44019717850935,86.103128647923697
27,0,157.15438834803166,95.074060688683403
28,0,143.6240137702512,142.95636082669
29,0,129.91235652699848,129.24458138479136
30,0,120.98383929797826,120.31596971749411
