sample_idx,source_file,offset_id,cell_rank,cell_lon_center,cell_lat_center,hv_IMOGABKA-seed,hv_MOBKA,hv_NSGA2,hv_NSGA3,hv_MOEAD,nd_IMOGABKA-seed,nd_MOBKA,nd_NSGA2,nd_NSGA3,nd_MOEAD,best_hv_algorithm,best_hv
1286,dongguan.csv,4,2,113.771973492824,22.7886523999003,0.5846983809421923,0.4109513697923171,0.6425732267170554,0.6247773474627053,0.5973725273688495,96,3,44,33,16,NSGA2,0.6425732267170554
