8
12
9
14
8
12
11
8
9
5
9
16
17
11
10
15
17
12
17
8
13
15
16
10
11
14
8
10
7
8
12
8
11
15
14
12
15
9
13
9
12
9
10
11
12
7
10
14
9
11
