3.4894332828959262,20606400
3.5358388916576575,20217600
3.535838891663968,20100000
3.7690188097114325,19711200
3.7690704004017483,19281600
3.8664113523587931,18811200
3.9163881533445375,18648000
3.9400479221128544,18184800
4.0654952289995325,18115200
4.0891549977678494,17652000
4.3245854238630921,17642400
4.3245868921295303,17388000
4.515807303955742,16977600
4.5799552001059745,16872000
4.7290621269971718,16598400
4.7290622757609695,16276800
4.9710654514161838,15772800
5.0238935651888621,15482400
5.1305668823947679,14887200
5.2893147515413945,14868000
5.4782148088986942,14654400
5.5023878945946825,13999200
5.8769890780216025,13958400
5.8895080642837359,13778400
6.1199641970592351,13152000
6.119964197059236,13120800
6.2457746507997829,12840000
6.3881391851364864,12374400
6.8020924635047662,11925600
6.8144029783586486,11719200
7.0514127934054329,11392800
7.3635256176971993,11282400
7.4592480435372259,11224800
7.8486853740729456,10881600
7.8486853854078635,10855200
8.0989234924707034,10552800
8.234781425126096,9876000
9.1319249694673363,9520800
10.520810243211143,9504000
10.647782296025548,9290400
10.718409825334957,9144000
10.811382225070531,8971200
11.098732198302784,8556000
11.240627053887907,8469600
11.314694465577585,8332800
12.41834627385863,8253600
12.572405391658414,8004000
13.32567180026075,7965600
13.325672356707779,7936800
13.400330750270644,7910400
14.753395115030129,7605600
15.594655706295358,7200000
18.017203995632496,7000800
19.716649295289354,6523200
19.716649364020846,6156000
