sample_idx,source_file,offset_id,cell_rank,cell_lon_center,cell_lat_center,hv_IMOGABKA-seed,hv_MOBKA,hv_NSGA2,hv_NSGA3,hv_MOEAD,nd_IMOGABKA-seed,nd_MOBKA,nd_NSGA2,nd_NSGA3,nd_MOEAD,best_hv_algorithm,best_hv
1000,dongguan.csv,1,41,113.949887065342,23.03426627484,0.9695958696038351,0.49518198736870245,0.9075705903036475,0.9049222835604195,0.8531599049887648,92,10,56,45,33,IMOGABKA-seed,0.9695958696038351
1001,dongguan.csv,1,42,113.988742843519,23.0374001790325,0.9509517506363865,0.40663082791228766,0.8714001098699805,0.8732235050480252,0.780311373984146,95,7,54,51,27,IMOGABKA-seed,0.9509517506363865
1002,dongguan.csv,1,43,114.084785251037,23.0051531500691,0.9619676947127277,0.38675033488138444,0.8797573676668444,0.8675552273182975,0.8461063466682764,97,6,56,49,29,IMOGABKA-seed,0.9619676947127277
1003,dongguan.csv,1,44,113.693229554279,22.8462324998232,0.9626694785201038,0.4808541838065597,0.8960092372450263,0.8649147404952994,0.8458048652372788,92,6,56,47,23,IMOGABKA-seed,0.9626694785201038
1004,dongguan.csv,1,45,113.696226653073,23.0825536341047,0.9577936759299757,0.4187063327515778,0.8780327347117336,0.8285004607967822,0.8296899260062062,94,7,54,51,26,IMOGABKA-seed,0.9577936759299757
1005,dongguan.csv,1,46,113.889760477802,23.046120148054,0.9497944991551965,0.4562412244948059,0.864986795278171,0.8809446807643666,0.7740753550688588,93,7,52,49,30,IMOGABKA-seed,0.9497944991551965
1006,dongguan.csv,1,47,114.136070897059,22.8086980980392,0.9463433561372647,0.4696808437889378,0.8753358879055193,0.8543062593976127,0.8019955579733643,93,7,57,41,26,IMOGABKA-seed,0.9463433561372647
1007,dongguan.csv,1,48,114.035429364628,22.9557647424336,0.9723073117197766,0.6473693668558412,0.8862175731323314,0.8946893177557587,0.8144801063844812,96,8,56,50,26,IMOGABKA-seed,0.9723073117197766
1008,dongguan.csv,1,49,114.035645058722,23.0434185043178,0.9668134100097115,0.4450733503364477,0.9185888832961071,0.8674359612794293,0.8272365788694124,93,11,64,38,25,IMOGABKA-seed,0.9668134100097115
1009,dongguan.csv,1,50,113.651513736523,23.0910090452479,0.9584705257717069,0.4463556523100512,0.925687579650105,0.8757532461518128,0.8290873810104041,95,6,52,47,28,IMOGABKA-seed,0.9584705257717069
1010,dongguan.csv,1,51,113.939514318545,22.9134439012866,0.9774381131097956,0.49026378182615266,0.9458544948277998,0.9161940443866476,0.859089859366962,97,8,60,50,26,IMOGABKA-seed,0.9774381131097956
1011,dongguan.csv,1,52,113.841529280187,22.8597114220592,0.9641711645487814,0.5211085778363475,0.88927119261769,0.8111211471454103,0.8281080952923747,95,6,54,38,18,IMOGABKA-seed,0.9641711645487814
1012,dongguan.csv,1,53,114.087515060238,23.0291629864865,0.9661465427538496,0.4787248474992019,0.9196229294838398,0.9273320596827533,0.8086122652655688,93,8,55,46,34,IMOGABKA-seed,0.9661465427538496
1013,dongguan.csv,1,54,113.825379563619,22.8058533122055,0.9567638109085632,0.45164274324917847,0.8916165392076356,0.871424106220884,0.8130365305468144,96,5,50,52,21,IMOGABKA-seed,0.9567638109085632
1014,dongguan.csv,1,55,114.142269494388,22.8503519540353,0.9637937263636531,0.463913943792597,0.9040712954195149,0.8877773627594272,0.8202349677401551,92,8,50,38,33,IMOGABKA-seed,0.9637937263636531
1015,dongguan.csv,1,56,114.092923160578,22.8586010408942,0.9502509519931507,0.45860979712792227,0.8912009870468898,0.8765170178830703,0.8371465394316667,95,9,55,48,17,IMOGABKA-seed,0.9502509519931507
1016,dongguan.csv,1,57,113.984448685324,23.0822532687274,0.964330864862396,0.4801026286019075,0.9009978475190314,0.9084573235126973,0.8226545882536178,94,15,53,46,26,IMOGABKA-seed,0.964330864862396
1017,dongguan.csv,1,58,114.138813868558,22.9589948306311,0.9757829719395151,0.4898512210444735,0.9079325513744838,0.8897185940777113,0.8297084395332958,91,5,55,48,21,IMOGABKA-seed,0.9757829719395151
1018,dongguan.csv,1,59,113.61531206564,22.9042853424339,0.975344397851628,0.5148528056725205,0.8897562821662304,0.9294854941230701,0.8376150400560085,98,9,59,38,22,IMOGABKA-seed,0.975344397851628
1019,dongguan.csv,1,60,113.793346012987,22.9972801608619,0.9529716891560189,0.410918365686874,0.8644578392731265,0.8493925691070459,0.8006685584919476,97,8,65,50,32,IMOGABKA-seed,0.9529716891560189
1020,dongguan.csv,1,61,113.657096968028,22.9991416701488,0.9700269551015144,0.46328554197805677,0.9172961687256314,0.8966267455952587,0.8210767094407577,95,11,58,45,29,IMOGABKA-seed,0.9700269551015144
