algorithm,runs,hv_mean,hv_median,hv_std,nd_count_mean,best_obj1_mean,best_obj2_mean,mean_obj1_mean,mean_obj2_mean,elapsed_sec_mean,elapsed_sec_median
IMOGABKA-seed,41,0.9222095673401828,0.9371115421439034,0.048394707163816414,95.36585365853658,2.7860223558080467e-12,1860936.5853658537,46.38230813911551,13707940.673982676,42.79656556097396,41.212418700015405
NSGA2,41,0.8597576807125329,0.8619199214346807,0.049795920092803814,54.829268292682926,4.654946248511549,4472078.048780488,16.852681989799027,12034922.595765214,10.336600602436214,10.363396200002171
NSGA3,41,0.8500648848656391,0.8578470805853737,0.052147466519981124,45.170731707317074,5.11604789291237,4832019.5121951215,16.400782833641834,12776520.405375741,10.489043860974517,10.540294500009622
MOEAD,41,0.7787443170073685,0.7876536232497388,0.05675004861550829,25.21951219512195,8.193276322323722,8210868.292682927,16.09616096106212,12617522.38902864,5.043057502439052,5.103356300009182
MOBKA,41,0.4309897989177456,0.4392293614774548,0.06693332505502074,7.878048780487805,0.17980938476311586,27583258.536585364,2.0628053800786907,31194889.838454228,6.112840160974528,6.042995099996915
