algorithm,runs,hv_mean,hv_median,hv_std,nd_count_mean,best_obj1_mean,best_obj2_mean,mean_obj1_mean,mean_obj2_mean,elapsed_sec_mean,elapsed_sec_median
NSGA2,1,0.6425732267170554,0.6425732267170554,0.0,44.0,26.182446038947216,13514400.0,95.41128712832491,16124236.363636363,12.223976099980064,12.223976099980064
NSGA3,1,0.6247773474627053,0.6247773474627053,0.0,33.0,31.58826452816458,14404800.0,72.92826231936168,16612218.181818182,12.397823999985121,12.397823999985121
MOEAD,1,0.5973725273688495,0.5973725273688495,0.0,16.0,42.77326080556736,13867200.0,119.879204837932,15922050.0,6.4631485999852885,6.4631485999852885
IMOGABKA-seed,1,0.5846983809421923,0.5846983809421923,0.0,96.0,7.891103977789007e-05,19118400.0,66.64285489864577,26963350.0,69.11549919997924,69.11549919997924
MOBKA,1,0.4109513697923171,0.4109513697923171,0.0,3.0,32.60097606249045,26659200.0,57.47760727194541,27287200.0,6.545648300001631,6.545648300001631
