sample_idx,source_file,scale_km,offset_id,cell_rank,cell_lon_center,cell_lat_center,group_tag,algorithm,hv,nd_count,converge_best_obj1,converge_best_obj2,converge_mean_obj1,converge_mean_obj2,elapsed_sec
1285,dongguan.csv,5.0,4,1,113.767588386422,23.0242511584924,dongguan.csv|s5.0|gx2|gy4,IMOGABKA-seed,0.7946212622294482,93,9.705415524314528e-19,7759200.0,14.316240742057248,19529393.548387095,59.93508690001909
1285,dongguan.csv,5.0,4,1,113.767588386422,23.0242511584924,dongguan.csv|s5.0|gx2|gy4,MOBKA,0.4291678553845706,5,0.14584201632312577,29112000.0,2.5903059090506977,32110560.0,7.262235400005011
1285,dongguan.csv,5.0,4,1,113.767588386422,23.0242511584924,dongguan.csv|s5.0|gx2|gy4,NSGA2,0.7136812638632793,58,15.733143613958738,5791200.0,37.591316237538905,11938675.862068966,10.939624099992216
1285,dongguan.csv,5.0,4,1,113.767588386422,23.0242511584924,dongguan.csv|s5.0|gx2|gy4,NSGA3,0.7334408042326345,47,11.618058660988611,6120000.0,31.090932529728992,13848153.191489361,10.680736999987857
1285,dongguan.csv,5.0,4,1,113.767588386422,23.0242511584924,dongguan.csv|s5.0|gx2|gy4,MOEAD,0.6722023216132222,26,15.294369241489983,9940800.0,28.963808102226213,14478184.615384616,5.414103699993575
1286,dongguan.csv,5.0,4,2,113.771973492824,22.7886523999003,dongguan.csv|s5.0|gx2|gy2,IMOGABKA-seed,0.724507195010544,96,3.817802540971307e-15,4622400.0,20.693699136647684,17111975.0,56.830638199986424
1286,dongguan.csv,5.0,4,2,113.771973492824,22.7886523999003,dongguan.csv|s5.0|gx2|gy2,MOBKA,0.3275589292449894,8,0.00037034827322730574,27832800.0,4.003677478584557,32045400.0,6.84495650001918
1286,dongguan.csv,5.0,4,2,113.771973492824,22.7886523999003,dongguan.csv|s5.0|gx2|gy2,NSGA2,0.6403134522143821,52,10.679074056178147,4848000.0,30.009438468034226,12982938.461538462,10.815568599995458
1286,dongguan.csv,5.0,4,2,113.771973492824,22.7886523999003,dongguan.csv|s5.0|gx2|gy2,NSGA3,0.6169763549557581,30,11.47755072224613,5126400.0,24.567290281280705,14628080.0,10.762455100018997
1286,dongguan.csv,5.0,4,2,113.771973492824,22.7886523999003,dongguan.csv|s5.0|gx2|gy2,MOEAD,0.4825370998842653,22,22.55088476822471,9038400.0,34.95822710349095,11938690.909090908,5.117646600003354
1287,dongguan.csv,5.0,4,3,113.727197200276,23.0181064856617,dongguan.csv|s5.0|gx2|gy4,IMOGABKA-seed,0.8201924604038259,95,2.212942556904568e-23,5580000.0,16.512640446034432,19752707.36842105,58.460592499992345
1287,dongguan.csv,5.0,4,3,113.727197200276,23.0181064856617,dongguan.csv|s5.0|gx2|gy4,MOBKA,0.49710083524040877,10,0.004400345949908108,25968000.0,5.18748369256932,31069440.0,6.796413999982178
1287,dongguan.csv,5.0,4,3,113.727197200276,23.0181064856617,dongguan.csv|s5.0|gx2|gy4,NSGA2,0.747054890833822,57,10.255231307278871,5217600.0,32.96863263753476,13108589.47368421,10.9320238000073
1287,dongguan.csv,5.0,4,3,113.727197200276,23.0181064856617,dongguan.csv|s5.0|gx2|gy4,NSGA3,0.7342751245860761,49,9.553006846132067,6369600.0,24.47641754885913,15760800.0,11.147053799999412
1287,dongguan.csv,5.0,4,3,113.727197200276,23.0181064856617,dongguan.csv|s5.0|gx2|gy4,MOEAD,0.6838195624773732,34,15.4603647627456,7915200.0,30.981844513552325,12741388.235294119,5.252881399996113
1288,dongguan.csv,5.0,4,4,113.675671536726,22.8310936005728,dongguan.csv|s5.0|gx1|gy2,IMOGABKA-seed,0.8179140304656254,89,6.145189585979222e-20,4080000.0,20.60165431950541,16706130.337078651,54.42484950000653
1288,dongguan.csv,5.0,4,4,113.675671536726,22.8310936005728,dongguan.csv|s5.0|gx1|gy2,MOBKA,0.45961080394853004,9,0.023879111940403836,26064000.0,2.6714555212095505,31639466.666666668,6.57036589999916
1288,dongguan.csv,5.0,4,4,113.675671536726,22.8310936005728,dongguan.csv|s5.0|gx1|gy2,NSGA2,0.7548605640722302,57,7.336965521550357,4843200.0,28.589652182134493,13344210.52631579,10.695802800008096
1288,dongguan.csv,5.0,4,4,113.675671536726,22.8310936005728,dongguan.csv|s5.0|gx1|gy2,NSGA3,0.7476689074530467,46,8.206652604010785,5572800.0,22.716038137053236,14664886.956521738,11.07092189998366
1288,dongguan.csv,5.0,4,4,113.675671536726,22.8310936005728,dongguan.csv|s5.0|gx1|gy2,MOEAD,0.6393288928637525,18,18.24001832189467,8284800.0,33.23213104135962,11921733.333333334,5.102761200017994
1289,dongguan.csv,5.0,4,5,113.66761720457,22.9308506002504,dongguan.csv|s5.0|gx1|gy3,IMOGABKA-seed,0.8263088339522243,96,5.093437542768632e-10,3009600.0,27.20557909993452,14953575.0,52.92703560000518
1289,dongguan.csv,5.0,4,5,113.66761720457,22.9308506002504,dongguan.csv|s5.0|gx1|gy3,MOBKA,0.3279373194973898,9,0.017850723006308886,27254400.0,2.735638194717956,31334400.0,6.541631800006144
1289,dongguan.csv,5.0,4,5,113.66761720457,22.9308506002504,dongguan.csv|s5.0|gx1|gy3,NSGA2,0.756715191946023,60,7.008160836989126,5671200.0,24.55337138984894,13804480.0,10.790423899976304
