sample_idx,algorithm_a,algorithm_b,coverage
1002,NSGA3,MOBKA,0.16666666666666666
1002,NSGA3,NSGA2,0.39285714285714285
1002,NSGA3,NSGA3,1.0
1002,NSGA3,MOEAD,0.8275862068965517
1002,MOEAD,IMOGABKA-seed,0.030927835051546393
1002,MOEAD,MOBKA,0.0
1002,MOEAD,NSGA2,0.10714285714285714
1002,MOEAD,NSGA3,0.08163265306122448
1002,MOEAD,MOEAD,1.0
1003,IMOGABKA-seed,IMOGABKA-seed,1.0
1003,IMOGABKA-seed,MOBKA,1.0
1003,IMOGABKA-seed,NSGA2,0.6607142857142857
1003,IMOGABKA-seed,NSGA3,0.9787234042553191
1003,IMOGABKA-seed,MOEAD,0.8260869565217391
1003,MOBKA,IMOGABKA-seed,0.0
1003,MOBKA,MOBKA,1.0
1003,MOBKA,NSGA2,0.0
1003,MOBKA,NSGA3,0.0
1003,MOBKA,MOEAD,0.0
1003,NSGA2,IMOGABKA-seed,0.043478260869565216
1003,NSGA2,MOBKA,0.16666666666666666
1003,NSGA2,NSGA2,1.0
1003,NSGA2,NSGA3,0.9361702127659575
1003,NSGA2,MOEAD,0.8695652173913043
1003,NSGA3,IMOGABKA-seed,0.0
1003,NSGA3,MOBKA,0.16666666666666666
1003,NSGA3,NSGA2,0.0
1003,NSGA3,NSGA3,1.0
1003,NSGA3,MOEAD,0.5217391304347826
1003,MOEAD,IMOGABKA-seed,0.021739130434782608
1003,MOEAD,MOBKA,0.0
1003,MOEAD,NSGA2,0.03571428571428571
1003,MOEAD,NSGA3,0.2127659574468085
1003,MOEAD,MOEAD,1.0
1004,IMOGABKA-seed,IMOGABKA-seed,1.0
1004,IMOGABKA-seed,MOBKA,1.0
1004,IMOGABKA-seed,NSGA2,0.25925925925925924
1004,IMOGABKA-seed,NSGA3,0.09803921568627451
1004,IMOGABKA-seed,MOEAD,0.6923076923076923
1004,MOBKA,IMOGABKA-seed,0.0
1004,MOBKA,MOBKA,1.0
1004,MOBKA,NSGA2,0.0
1004,MOBKA,NSGA3,0.0
1004,MOBKA,MOEAD,0.0
1004,NSGA2,IMOGABKA-seed,0.18085106382978725
1004,NSGA2,MOBKA,0.2857142857142857
1004,NSGA2,NSGA2,1.0
1004,NSGA2,NSGA3,0.19607843137254902
1004,NSGA2,MOEAD,1.0
1004,NSGA3,IMOGABKA-seed,0.22340425531914893
1004,NSGA3,MOBKA,0.14285714285714285
1004,NSGA3,NSGA2,0.42592592592592593
1004,NSGA3,NSGA3,1.0
1004,NSGA3,MOEAD,0.9615384615384616
1004,MOEAD,IMOGABKA-seed,0.05319148936170213
1004,MOEAD,MOBKA,0.14285714285714285
1004,MOEAD,NSGA2,0.0
1004,MOEAD,NSGA3,0.0
1004,MOEAD,MOEAD,1.0
1005,IMOGABKA-seed,IMOGABKA-seed,1.0
1005,IMOGABKA-seed,MOBKA,1.0
1005,IMOGABKA-seed,NSGA2,0.8076923076923077
1005,IMOGABKA-seed,NSGA3,0.4897959183673469
1005,IMOGABKA-seed,MOEAD,1.0
1005,MOBKA,IMOGABKA-seed,0.0
1005,MOBKA,MOBKA,1.0
1005,MOBKA,NSGA2,0.0
1005,MOBKA,NSGA3,0.0
1005,MOBKA,MOEAD,0.0
1005,NSGA2,IMOGABKA-seed,0.0
1005,NSGA2,MOBKA,0.0
1005,NSGA2,NSGA2,1.0
1005,NSGA2,NSGA3,0.32653061224489793
1005,NSGA2,MOEAD,0.9666666666666667
1005,NSGA3,IMOGABKA-seed,0.06451612903225806
1005,NSGA3,MOBKA,0.0
1005,NSGA3,NSGA2,0.5384615384615384
1005,NSGA3,NSGA3,1.0
1005,NSGA3,MOEAD,1.0
1005,MOEAD,IMOGABKA-seed,0.0
1005,MOEAD,MOBKA,0.0
1005,MOEAD,NSGA2,0.0
1005,MOEAD,NSGA3,0.0
1005,MOEAD,MOEAD,1.0
1006,IMOGABKA-seed,IMOGABKA-seed,1.0
1006,IMOGABKA-seed,MOBKA,1.0
1006,IMOGABKA-seed,NSGA2,0.43859649122807015
1006,IMOGABKA-seed,NSGA3,0.6585365853658537
1006,IMOGABKA-seed,MOEAD,0.6153846153846154
1006,MOBKA,IMOGABKA-seed,0.0
1006,MOBKA,MOBKA,1.0
1006,MOBKA,NSGA2,0.0
1006,MOBKA,NSGA3,0.0
1006,MOBKA,MOEAD,0.0
1006,NSGA2,IMOGABKA-seed,0.17204301075268819
1006,NSGA2,MOBKA,0.0
1006,NSGA2,NSGA2,1.0
1006,NSGA2,NSGA3,0.4146341463414634
1006,NSGA2,MOEAD,1.0
1006,NSGA3,IMOGABKA-seed,0.0967741935483871
1006,NSGA3,MOBKA,0.14285714285714285
1006,NSGA3,NSGA2,0.14035087719298245
1006,NSGA3,NSGA3,1.0
1006,NSGA3,MOEAD,0.7692307692307693
1006,MOEAD,IMOGABKA-seed,0.03225806451612903
1006,MOEAD,MOBKA,0.0
1006,MOEAD,NSGA2,0.0
1006,MOEAD,NSGA3,0.0
1006,MOEAD,MOEAD,1.0
1007,IMOGABKA-seed,IMOGABKA-seed,1.0
1007,IMOGABKA-seed,MOBKA,1.0
1007,IMOGABKA-seed,NSGA2,0.23214285714285715
1007,IMOGABKA-seed,NSGA3,0.14
1007,IMOGABKA-seed,MOEAD,0.8846153846153846
1007,MOBKA,IMOGABKA-seed,0.0
1007,MOBKA,MOBKA,1.0
1007,MOBKA,NSGA2,0.0
1007,MOBKA,NSGA3,0.0
1007,MOBKA,MOEAD,0.0
1007,NSGA2,IMOGABKA-seed,0.2916666666666667
1007,NSGA2,MOBKA,0.25
1007,NSGA2,NSGA2,1.0
1007,NSGA2,NSGA3,0.1
1007,NSGA2,MOEAD,1.0
1007,NSGA3,IMOGABKA-seed,0.2916666666666667
1007,NSGA3,MOBKA,0.25
1007,NSGA3,NSGA2,0.6964285714285714
1007,NSGA3,NSGA3,1.0
1007,NSGA3,MOEAD,1.0
1007,MOEAD,IMOGABKA-seed,0.0
1007,MOEAD,MOBKA,0.25
1007,MOEAD,NSGA2,0.0
1007,MOEAD,NSGA3,0.0
1007,MOEAD,MOEAD,1.0
1008,IMOGABKA-seed,IMOGABKA-seed,1.0
1008,IMOGABKA-seed,MOBKA,1.0
1008,IMOGABKA-seed,NSGA2,0.546875
1008,IMOGABKA-seed,NSGA3,0.6842105263157895
1008,IMOGABKA-seed,MOEAD,0.92
1008,MOBKA,IMOGABKA-seed,0.0
1008,MOBKA,MOBKA,1.0
1008,MOBKA,NSGA2,0.0
1008,MOBKA,NSGA3,0.0
1008,MOBKA,MOEAD,0.0
1008,NSGA2,IMOGABKA-seed,0.10752688172043011
1008,NSGA2,MOBKA,0.09090909090909091
1008,NSGA2,NSGA2,1.0
1008,NSGA2,NSGA3,0.868421052631579
1008,NSGA2,MOEAD,1.0
1008,NSGA3,IMOGABKA-seed,0.053763440860215055
1008,NSGA3,MOBKA,0.09090909090909091
1008,NSGA3,NSGA2,0.0
1008,NSGA3,NSGA3,1.0
1008,NSGA3,MOEAD,0.84
1008,MOEAD,IMOGABKA-seed,0.0
1008,MOEAD,MOBKA,0.0
1008,MOEAD,NSGA2,0.0
1008,MOEAD,NSGA3,0.0
1008,MOEAD,MOEAD,1.0
1009,IMOGABKA-seed,IMOGABKA-seed,1.0
1009,IMOGABKA-seed,MOBKA,1.0
1009,IMOGABKA-seed,NSGA2,0.34615384615384615
1009,IMOGABKA-seed,NSGA3,0.1702127659574468
1009,IMOGABKA-seed,MOEAD,0.7142857142857143
1009,MOBKA,IMOGABKA-seed,0.0
1009,MOBKA,MOBKA,1.0
1009,MOBKA,NSGA2,0.0
1009,MOBKA,NSGA3,0.0
1009,MOBKA,MOEAD,0.0
1009,NSGA2,IMOGABKA-seed,0.28421052631578947
1009,NSGA2,MOBKA,0.0
1009,NSGA2,NSGA2,1.0
1009,NSGA2,NSGA3,0.40425531914893614
1009,NSGA2,MOEAD,0.9285714285714286
1009,NSGA3,IMOGABKA-seed,0.22105263157894736
1009,NSGA3,MOBKA,0.0
1009,NSGA3,NSGA2,0.28846153846153844
1009,NSGA3,NSGA3,1.0
1009,NSGA3,MOEAD,0.9285714285714286
1009,MOEAD,IMOGABKA-seed,0.10526315789473684
1009,MOEAD,MOBKA,0.0
1009,MOEAD,NSGA2,0.11538461538461539
1009,MOEAD,NSGA3,0.0425531914893617
1009,MOEAD,MOEAD,1.0
1010,IMOGABKA-seed,IMOGABKA-seed,1.0
1010,IMOGABKA-seed,MOBKA,1.0
1010,IMOGABKA-seed,NSGA2,0.25
1010,IMOGABKA-seed,NSGA3,0.48
1010,IMOGABKA-seed,MOEAD,0.6538461538461539
1010,MOBKA,IMOGABKA-seed,0.0
1010,MOBKA,MOBKA,1.0
1010,MOBKA,NSGA2,0.0
1010,MOBKA,NSGA3,0.0
1010,MOBKA,MOEAD,0.0
1010,NSGA2,IMOGABKA-seed,0.29896907216494845
1010,NSGA2,MOBKA,0.5
1010,NSGA2,NSGA2,1.0
1010,NSGA2,NSGA3,0.72
1010,NSGA2,MOEAD,1.0
1010,NSGA3,IMOGABKA-seed,0.1958762886597938
1010,NSGA3,MOBKA,0.125
1010,NSGA3,NSGA2,0.11666666666666667
1010,NSGA3,NSGA3,1.0
1010,NSGA3,MOEAD,1.0
1010,MOEAD,IMOGABKA-seed,0.09278350515463918
1010,MOEAD,MOBKA,0.0
1010,MOEAD,NSGA2,0.0
1010,MOEAD,NSGA3,0.0
1010,MOEAD,MOEAD,1.0
1011,IMOGABKA-seed,IMOGABKA-seed,1.0
1011,IMOGABKA-seed,MOBKA,1.0
1011,IMOGABKA-seed,NSGA2,0.5185185185185185
1011,IMOGABKA-seed,NSGA3,0.2631578947368421
1011,IMOGABKA-seed,MOEAD,0.8333333333333334
1011,MOBKA,IMOGABKA-seed,0.0
1011,MOBKA,MOBKA,1.0
1011,MOBKA,NSGA2,0.0
1011,MOBKA,NSGA3,0.0
1011,MOBKA,MOEAD,0.0
1011,NSGA2,IMOGABKA-seed,0.15789473684210525
1011,NSGA2,MOBKA,0.16666666666666666
1011,NSGA2,NSGA2,1.0
1011,NSGA2,NSGA3,0.7631578947368421
1011,NSGA2,MOEAD,1.0
1011,NSGA3,IMOGABKA-seed,0.12631578947368421
1011,NSGA3,MOBKA,0.16666666666666666
1011,NSGA3,NSGA2,0.09259259259259259
1011,NSGA3,NSGA3,1.0
1011,NSGA3,MOEAD,0.8333333333333334
1011,MOEAD,IMOGABKA-seed,0.010526315789473684
1011,MOEAD,MOBKA,0.16666666666666666
1011,MOEAD,NSGA2,0.0
1011,MOEAD,NSGA3,0.0
1011,MOEAD,MOEAD,1.0
1012,IMOGABKA-seed,IMOGABKA-seed,1.0
1012,IMOGABKA-seed,MOBKA,1.0
1012,IMOGABKA-seed,NSGA2,0.4909090909090909
1012,IMOGABKA-seed,NSGA3,0.34782608695652173
1012,IMOGABKA-seed,MOEAD,0.8235294117647058
1012,MOBKA,IMOGABKA-seed,0.0
1012,MOBKA,MOBKA,1.0
1012,MOBKA,NSGA2,0.0
1012,MOBKA,NSGA3,0.0
1012,MOBKA,MOEAD,0.0
1012,NSGA2,IMOGABKA-seed,0.15053763440860216
1012,NSGA2,MOBKA,0.375
1012,NSGA2,NSGA2,1.0
1012,NSGA2,NSGA3,0.13043478260869565
1012,NSGA2,MOEAD,0.8823529411764706
1012,NSGA3,IMOGABKA-seed,0.1827956989247312
1012,NSGA3,MOBKA,0.375
1012,NSGA3,NSGA2,0.6363636363636364
1012,NSGA3,NSGA3,1.0
1012,NSGA3,MOEAD,0.9117647058823529
1012,MOEAD,IMOGABKA-seed,0.0
1012,MOEAD,MOBKA,0.375
1012,MOEAD,NSGA2,0.01818181818181818
1012,MOEAD,NSGA3,0.0
1012,MOEAD,MOEAD,1.0
1013,IMOGABKA-seed,IMOGABKA-seed,1.0
1013,IMOGABKA-seed,MOBKA,1.0
1013,IMOGABKA-seed,NSGA2,0.36
1013,IMOGABKA-seed,NSGA3,0.4230769230769231
1013,IMOGABKA-seed,MOEAD,1.0
1013,MOBKA,IMOGABKA-seed,0.0
1013,MOBKA,MOBKA,1.0
1013,MOBKA,NSGA2,0.0
1013,MOBKA,NSGA3,0.0
1013,MOBKA,MOEAD,0.0
1013,NSGA2,IMOGABKA-seed,0.14583333333333334
1013,NSGA2,MOBKA,0.2
1013,NSGA2,NSGA2,1.0
1013,NSGA2,NSGA3,0.6923076923076923
1013,NSGA2,MOEAD,1.0
1013,NSGA3,IMOGABKA-seed,0.10416666666666667
1013,NSGA3,MOBKA,0.2
1013,NSGA3,NSGA2,0.12
1013,NSGA3,NSGA3,1.0
1013,NSGA3,MOEAD,1.0
1013,MOEAD,IMOGABKA-seed,0.0
1013,MOEAD,MOBKA,0.0
1013,MOEAD,NSGA2,0.0
1013,MOEAD,NSGA3,0.0
1013,MOEAD,MOEAD,1.0
1014,IMOGABKA-seed,IMOGABKA-seed,1.0
1014,IMOGABKA-seed,MOBKA,1.0
1014,IMOGABKA-seed,NSGA2,0.48
1014,IMOGABKA-seed,NSGA3,0.2894736842105263
1014,IMOGABKA-seed,MOEAD,0.5757575757575758
1014,MOBKA,IMOGABKA-seed,0.0
1014,MOBKA,MOBKA,1.0
1014,MOBKA,NSGA2,0.0
1014,MOBKA,NSGA3,0.0
1014,MOBKA,MOEAD,0.0
1014,NSGA2,IMOGABKA-seed,0.09782608695652174
1014,NSGA2,MOBKA,0.125
1014,NSGA2,NSGA2,1.0
1014,NSGA2,NSGA3,0.07894736842105263
1014,NSGA2,MOEAD,1.0
1014,NSGA3,IMOGABKA-seed,0.13043478260869565
1014,NSGA3,MOBKA,0.125
1014,NSGA3,NSGA2,0.5
1014,NSGA3,NSGA3,1.0
1014,NSGA3,MOEAD,0.8787878787878788
1014,MOEAD,IMOGABKA-seed,0.03260869565217391
1014,MOEAD,MOBKA,0.0
1014,MOEAD,NSGA2,0.0
1014,MOEAD,NSGA3,0.0
1014,MOEAD,MOEAD,1.0
1015,IMOGABKA-seed,IMOGABKA-seed,1.0
1015,IMOGABKA-seed,MOBKA,1.0
1015,IMOGABKA-seed,NSGA2,0.38181818181818183
1015,IMOGABKA-seed,NSGA3,0.5625
1015,IMOGABKA-seed,MOEAD,0.5882352941176471
1015,MOBKA,IMOGABKA-seed,0.0
1015,MOBKA,MOBKA,1.0
1015,MOBKA,NSGA2,0.0
1015,MOBKA,NSGA3,0.0
1015,MOBKA,MOEAD,0.0
1015,NSGA2,IMOGABKA-seed,0.17894736842105263
1015,NSGA2,MOBKA,0.0
1015,NSGA2,NSGA2,1.0
1015,NSGA2,NSGA3,0.6666666666666666
1015,NSGA2,MOEAD,1.0
1015,NSGA3,IMOGABKA-seed,0.07368421052631578
1015,NSGA3,MOBKA,0.0
1015,NSGA3,NSGA2,0.16363636363636364
1015,NSGA3,NSGA3,1.0
1015,NSGA3,MOEAD,0.8823529411764706
1015,MOEAD,IMOGABKA-seed,0.042105263157894736
1015,MOEAD,MOBKA,0.0
1015,MOEAD,NSGA2,0.0
1015,MOEAD,NSGA3,0.08333333333333333
1015,MOEAD,MOEAD,1.0
1016,IMOGABKA-seed,IMOGABKA-seed,1.0
1016,IMOGABKA-seed,MOBKA,1.0
1016,IMOGABKA-seed,NSGA2,0.4716981132075472
1016,IMOGABKA-seed,NSGA3,0.21739130434782608
1016,IMOGABKA-seed,MOEAD,0.9615384615384616
1016,MOBKA,IMOGABKA-seed,0.0
1016,MOBKA,MOBKA,1.0
1016,MOBKA,NSGA2,0.0
1016,MOBKA,NSGA3,0.0
1016,MOBKA,MOEAD,0.0
1016,NSGA2,IMOGABKA-seed,0.11702127659574468
1016,NSGA2,MOBKA,0.2
1016,NSGA2,NSGA2,1.0
1016,NSGA2,NSGA3,0.08695652173913043
1016,NSGA2,MOEAD,1.0
1016,NSGA3,IMOGABKA-seed,0.22340425531914893
1016,NSGA3,MOBKA,0.06666666666666667
1016,NSGA3,NSGA2,0.660377358490566
1016,NSGA3,NSGA3,1.0
1016,NSGA3,MOEAD,1.0
1016,MOEAD,IMOGABKA-seed,0.0
1016,MOEAD,MOBKA,0.06666666666666667
1016,MOEAD,NSGA2,0.0
1016,MOEAD,NSGA3,0.0
1016,MOEAD,MOEAD,1.0
1017,IMOGABKA-seed,IMOGABKA-seed,1.0
1017,IMOGABKA-seed,MOBKA,1.0
1017,IMOGABKA-seed,NSGA2,0.36363636363636365
1017,IMOGABKA-seed,NSGA3,0.4583333333333333
1017,IMOGABKA-seed,MOEAD,0.5714285714285714
1017,MOBKA,IMOGABKA-seed,0.0
1017,MOBKA,MOBKA,1.0
1017,MOBKA,NSGA2,0.0
1017,MOBKA,NSGA3,0.0
1017,MOBKA,MOEAD,0.0
1017,NSGA2,IMOGABKA-seed,0.23076923076923078
1017,NSGA2,MOBKA,0.4
1017,NSGA2,NSGA2,1.0
1017,NSGA2,NSGA3,0.8333333333333334
1017,NSGA2,MOEAD,1.0
1017,NSGA3,IMOGABKA-seed,0.08791208791208792
1017,NSGA3,MOBKA,0.0
1017,NSGA3,NSGA2,0.01818181818181818
1017,NSGA3,NSGA3,1.0
1017,NSGA3,MOEAD,0.5238095238095238
1017,MOEAD,IMOGABKA-seed,0.054945054945054944
1017,MOEAD,MOBKA,0.0
1017,MOEAD,NSGA2,0.0
1017,MOEAD,NSGA3,0.125
1017,MOEAD,MOEAD,1.0
1018,IMOGABKA-seed,IMOGABKA-seed,1.0
1018,IMOGABKA-seed,MOBKA,1.0
1018,IMOGABKA-seed,NSGA2,0.22033898305084745
1018,IMOGABKA-seed,NSGA3,0.2631578947368421
1018,IMOGABKA-seed,MOEAD,0.8181818181818182
1018,MOBKA,IMOGABKA-seed,0.0
1018,MOBKA,MOBKA,1.0
1018,MOBKA,NSGA2,0.0
1018,MOBKA,NSGA3,0.0
1018,MOBKA,MOEAD,0.0
1018,NSGA2,IMOGABKA-seed,0.15306122448979592
1018,NSGA2,MOBKA,0.2222222222222222
1018,NSGA2,NSGA2,1.0
1018,NSGA2,NSGA3,0.18421052631578946
1018,NSGA2,MOEAD,1.0
1018,NSGA3,IMOGABKA-seed,0.11224489795918367
1018,NSGA3,MOBKA,0.3333333333333333
1018,NSGA3,NSGA2,0.1864406779661017
1018,NSGA3,NSGA3,1.0
1018,NSGA3,MOEAD,0.8181818181818182
1018,MOEAD,IMOGABKA-seed,0.04081632653061224
1018,MOEAD,MOBKA,0.0
1018,MOEAD,NSGA2,0.0
1018,MOEAD,NSGA3,0.0
1018,MOEAD,MOEAD,1.0
1019,IMOGABKA-seed,IMOGABKA-seed,1.0
1019,IMOGABKA-seed,MOBKA,1.0
1019,IMOGABKA-seed,NSGA2,0.3384615384615385
1019,IMOGABKA-seed,NSGA3,0.42
1019,IMOGABKA-seed,MOEAD,0.59375
1019,MOBKA,IMOGABKA-seed,0.0
1019,MOBKA,MOBKA,1.0
1019,MOBKA,NSGA2,0.0
1019,MOBKA,NSGA3,0.0
1019,MOBKA,MOEAD,0.0
1019,NSGA2,IMOGABKA-seed,0.25773195876288657
1019,NSGA2,MOBKA,0.0
1019,NSGA2,NSGA2,1.0
1019,NSGA2,NSGA3,0.52
1019,NSGA2,MOEAD,1.0
1019,NSGA3,IMOGABKA-seed,0.17525773195876287
1019,NSGA3,MOBKA,0.0
1019,NSGA3,NSGA2,0.27692307692307694
1019,NSGA3,NSGA3,1.0
1019,NSGA3,MOEAD,0.875
1019,MOEAD,IMOGABKA-seed,0.061855670103092786
1019,MOEAD,MOBKA,0.0
1019,MOEAD,NSGA2,0.0
1019,MOEAD,NSGA3,0.08
1019,MOEAD,MOEAD,1.0
1020,IMOGABKA-seed,IMOGABKA-seed,1.0
1020,IMOGABKA-seed,MOBKA,1.0
1020,IMOGABKA-seed,NSGA2,0.1724137931034483
1020,IMOGABKA-seed,NSGA3,0.17777777777777778
1020,IMOGABKA-seed,MOEAD,0.3793103448275862
1020,MOBKA,IMOGABKA-seed,0.0
1020,MOBKA,MOBKA,1.0
1020,MOBKA,NSGA2,0.0
1020,MOBKA,NSGA3,0.0
1020,MOBKA,MOEAD,0.0
1020,NSGA2,IMOGABKA-seed,0.24210526315789474
1020,NSGA2,MOBKA,0.09090909090909091
1020,NSGA2,NSGA2,1.0
1020,NSGA2,NSGA3,0.37777777777777777
1020,NSGA2,MOEAD,1.0
1020,NSGA3,IMOGABKA-seed,0.24210526315789474
1020,NSGA3,MOBKA,0.09090909090909091
1020,NSGA3,NSGA2,0.43103448275862066
1020,NSGA3,NSGA3,1.0
1020,NSGA3,MOEAD,1.0
1020,MOEAD,IMOGABKA-seed,0.11578947368421053
1020,MOEAD,MOBKA,0.09090909090909091
1020,MOEAD,NSGA2,0.0
1020,MOEAD,NSGA3,0.0
1020,MOEAD,MOEAD,1.0
