sample_idx,source_file,scale_km,offset_id,cell_rank,cell_lon_center,cell_lat_center,group_tag,algorithm,hv,nd_count,converge_best_obj1,converge_best_obj2,converge_mean_obj1,converge_mean_obj2,elapsed_sec
1030,dongguan.csv,5.0,1,71,113.990301644726,22.8637170012658,dongguan.csv|s5.0|gx3|gy2,IMOGABKA-seed,0.9601338673023619,90,1.400516298635876e-45,532800.0,5.349043050695625,11991226.666666666,34.94112769997446
1030,dongguan.csv,5.0,1,71,113.990301644726,22.8637170012658,dongguan.csv|s5.0|gx3|gy2,MOBKA,0.4361575738614787,9,1.2746649503337866e-07,28106400.0,0.45754500571043266,31193066.666666668,6.28167259998736
1030,dongguan.csv,5.0,1,71,113.990301644726,22.8637170012658,dongguan.csv|s5.0|gx3|gy2,NSGA2,0.8894752387921396,52,0.4055536401311807,4624800.0,2.053144443015231,11595507.692307692,10.448209099995438
1030,dongguan.csv,5.0,1,71,113.990301644726,22.8637170012658,dongguan.csv|s5.0|gx3|gy2,NSGA3,0.8948425970561897,43,0.5124683247568566,4144800.0,2.5580905223547963,11333190.697674418,10.969014000002062
1030,dongguan.csv,5.0,1,71,113.990301644726,22.8637170012658,dongguan.csv|s5.0|gx3|gy2,MOEAD,0.7962614752603324,28,0.6946976528079788,9259200.0,1.729952007012818,14392628.57142857,5.480198600009317
1031,dongguan.csv,5.0,1,72,113.839795710333,23.1117904297449,dongguan.csv|s5.0|gx2|gy4,IMOGABKA-seed,0.965062348298399,88,9.156325496771417e-49,532800.0,5.159063263436664,14549809.090909092,32.30850750001264
1031,dongguan.csv,5.0,1,72,113.839795710333,23.1117904297449,dongguan.csv|s5.0|gx2|gy4,MOBKA,0.4839732047595336,7,3.945338941226198e-06,27408000.0,0.08316484433087168,31736914.285714287,6.118066399998497
1031,dongguan.csv,5.0,1,72,113.839795710333,23.1117904297449,dongguan.csv|s5.0|gx2|gy4,NSGA2,0.9190212336132216,55,0.3459297994692203,3484800.0,1.474308875209473,11319752.727272727,10.526687200006563
1031,dongguan.csv,5.0,1,72,113.839795710333,23.1117904297449,dongguan.csv|s5.0|gx2|gy4,NSGA3,0.8840032505646133,45,0.2221740419920317,5556000.0,1.15411328432639,13631626.666666666,11.325814200012246
1031,dongguan.csv,5.0,1,72,113.839795710333,23.1117904297449,dongguan.csv|s5.0|gx2|gy4,MOEAD,0.843321910611314,25,0.6263216277974447,7442400.0,1.5159917937461274,12046944.0,4.952224600012414
1032,dongguan.csv,5.0,1,73,113.853606358289,22.9433920886809,dongguan.csv|s5.0|gx2|gy3,IMOGABKA-seed,0.985345540993992,95,6.378950348539236e-58,518400.0,8.303763235567322,15211351.578947369,31.62331070000073
1032,dongguan.csv,5.0,1,73,113.853606358289,22.9433920886809,dongguan.csv|s5.0|gx2|gy3,MOBKA,0.48135185357292815,11,0.000545596233573238,27314400.0,0.2854528161162011,30985309.09090909,5.992136600019876
1032,dongguan.csv,5.0,1,73,113.853606358289,22.9433920886809,dongguan.csv|s5.0|gx2|gy3,NSGA2,0.9155160139721044,54,0.3505278155261494,4300800.0,2.6388529700397694,11378622.222222222,10.849677199992584
1032,dongguan.csv,5.0,1,73,113.853606358289,22.9433920886809,dongguan.csv|s5.0|gx2|gy3,NSGA3,0.8583791696340562,48,0.5191525600660284,7339200.0,1.6444359303199174,13654750.0,11.403348399995593
1032,dongguan.csv,5.0,1,73,113.853606358289,22.9433920886809,dongguan.csv|s5.0|gx2|gy3,MOEAD,0.8817887510411441,24,0.8054560743860557,6028800.0,2.529735601022606,12521900.0,5.441016500000842
1033,dongguan.csv,5.0,1,74,113.809147310098,22.9092021577301,dongguan.csv|s5.0|gx2|gy3,IMOGABKA-seed,0.951695194069738,94,2.3371536245686656e-41,525600.0,4.543779426464318,12081268.085106382,35.98536170000443
