algorithm,runs,hv_mean,hv_median,hv_std,nd_count_mean,best_obj1_mean,best_obj2_mean,mean_obj1_mean,mean_obj2_mean,elapsed_sec_mean,elapsed_sec_median
IMOGABKA-seed,9,0.9661618601921743,0.9650538324825324,0.014388485771796602,92.33333333333333,1.388999264296158e-36,561866.6666666666,7.991719484969561,12018946.954436608,30.620527200003078,30.740026399987983
NSGA2,9,0.9045138978969742,0.9071165585752028,0.014570863943537316,55.0,0.5695564326719548,4161600.0,2.4020865131335474,11624879.43435293,10.090304133339991,10.080404700012878
NSGA3,9,0.8986588992041467,0.905051223495468,0.028822128604305063,45.111111111111114,0.5505147128859885,4475466.666666667,2.436690245053894,12387861.388246981,10.119144877777822,10.186694800009718
MOEAD,9,0.8357308044608068,0.8390972038913285,0.022124938179849753,23.88888888888889,0.9993463010620016,7691200.0,2.429095948512741,12067244.902356902,4.853068255567147,4.82505189999938
MOBKA,9,0.47424724710638455,0.45986933589811096,0.030864984290393586,8.333333333333334,0.07117734692825743,27305066.666666668,0.26563177708215874,30529047.003367,5.673571700000644,5.644930699985707
