mode,algorithm,nd_count,hv,gd,igd
all_shared_seeded_init,MOGABKA,94,0.91984296595610782,10885.192904402613,62675.610091837247
all_shared_seeded_init,NSGA2,47,0.89214583855525431,8398.2537442431494,2627075.0010727961
all_shared_seeded_init,NSGA3,40,0.87480454988342748,21031.005684433199,2753325.003620924
all_shared_seeded_init,MOEAD,32,0.84555592804148771,23169.538207579273,3998200.0503822919
