sample_idx,source_file,offset_id,cell_rank,cell_lon_center,cell_lat_center,hv_IMOGABKA-seed,hv_MOBKA,hv_NSGA2,hv_NSGA3,hv_MOEAD,nd_IMOGABKA-seed,nd_MOBKA,nd_NSGA2,nd_NSGA3,nd_MOEAD,best_hv_algorithm,best_hv
976,dongguan.csv,1,17,113.750169129281,22.7798061418757,0.9478730336382132,0.5035712515937569,0.8970282392996423,0.8708883672972223,0.8151396876352134,99,6,48,46,24,IMOGABKA-seed,0.9478730336382132
977,dongguan.csv,1,18,113.659414606559,22.9416808408424,0.9495535411806049,0.30395407919055223,0.8684246522808142,0.840311697331844,0.8020044871624594,93,5,51,46,22,IMOGABKA-seed,0.9495535411806049
978,dongguan.csv,1,19,113.840064308509,23.0385681862331,0.9563649656061276,0.4792094691572294,0.8935404584648017,0.8571036414053705,0.8201120053043491,96,6,62,46,22,IMOGABKA-seed,0.9563649656061276
979,dongguan.csv,1,20,113.845171321006,23.0942903332947,0.9236196874963437,0.2246493422425033,0.816037314199343,0.8843502728151358,0.7326741559823433,97,7,56,40,32,IMOGABKA-seed,0.9236196874963437
980,dongguan.csv,1,21,113.7058128895,23.0432649735734,0.9542352197598231,0.4436666789530501,0.8777691942700928,0.9063863926871432,0.7979682768295369,98,10,50,43,30,IMOGABKA-seed,0.9542352197598231
981,dongguan.csv,1,22,114.177122068471,22.7225767715187,0.9442255646318342,0.41247472881774344,0.8494471352010071,0.8641054573449118,0.8341083783045193,93,7,54,50,21,IMOGABKA-seed,0.9442255646318342
982,dongguan.csv,1,23,113.944092330926,23.083199131856,0.9228418237618007,0.4789028682473598,0.8729319569174219,0.8578470805853737,0.7740727092394224,93,5,53,52,35,IMOGABKA-seed,0.9228418237618007
983,dongguan.csv,1,24,113.939670011466,22.9938369546295,0.9247716747645072,0.4308442955237037,0.8815835901815168,0.8817650369530144,0.7866243864334339,94,11,55,49,28,IMOGABKA-seed,0.9247716747645072
984,dongguan.csv,1,25,113.997754539441,22.9104444518223,0.9371115421439034,0.4301558595345001,0.8779245582166536,0.8747425685576493,0.788805370838153,92,6,54,53,34,IMOGABKA-seed,0.9371115421439034
985,dongguan.csv,1,26,113.702649257999,22.9964681429486,0.9041810759939026,0.350269247765122,0.8363580155632955,0.8214708252697492,0.7499535392292631,96,7,54,41,23,IMOGABKA-seed,0.9041810759939026
986,dongguan.csv,1,27,114.089994163596,22.7717481397736,0.9097546861203659,0.5341395082358439,0.8189850710930633,0.8395089632116252,0.7691091370829599,98,8,54,50,12,IMOGABKA-seed,0.9097546861203659
987,dongguan.csv,1,28,114.078355951698,22.9077391843906,0.924462526827329,0.5218954744846251,0.8572701817562932,0.8577551640021519,0.7876536232497388,95,9,57,50,25,IMOGABKA-seed,0.924462526827329
988,dongguan.csv,1,29,113.898947139741,22.9498054649656,0.9588758260867253,0.46672135344234633,0.901205437589268,0.8810578526603344,0.8184524598986568,92,10,46,50,24,IMOGABKA-seed,0.9588758260867253
989,dongguan.csv,1,30,113.7432206264,23.0862704434667,0.9809275135401514,0.4639525895301755,0.9121366493957493,0.8987912921538644,0.8503102749410631,98,10,58,48,14,IMOGABKA-seed,0.9809275135401514
990,dongguan.csv,1,31,113.842496672133,23.0008464522585,0.9162394941181591,0.4755901989264765,0.8424834271282936,0.8482352601804823,0.7869319180332434,96,11,51,39,25,IMOGABKA-seed,0.9162394941181591
991,dongguan.csv,1,32,114.039028430462,22.9908053860204,0.9579530996051172,0.40582570218629666,0.8619199214346807,0.8573657942512579,0.8366028124204534,95,8,59,51,31,IMOGABKA-seed,0.9579530996051172
992,dongguan.csv,1,33,114.176194991578,22.8234258383912,0.9813876464255674,0.504673051949106,0.9343022840114652,0.9064839345561585,0.8732143986139097,97,10,49,43,22,IMOGABKA-seed,0.9813876464255674
993,dongguan.csv,1,34,114.036496262443,22.9133315111614,0.9669725458865426,0.5061477776070188,0.9200781148205442,0.9146027418990513,0.8324508206105266,97,7,55,49,23,IMOGABKA-seed,0.9669725458865426
994,dongguan.csv,1,35,114.141460866961,22.731311107894,0.9812806961025108,0.4358356409852986,0.9124659903431804,0.9366956125041014,0.8526175621965405,97,6,62,51,26,IMOGABKA-seed,0.9812806961025108
995,dongguan.csv,1,36,113.660888995607,22.8214707795387,0.947460126774904,0.25473865455457917,0.8544511158120532,0.8769442266450895,0.7587483713518947,96,8,54,36,30,IMOGABKA-seed,0.947460126774904
996,dongguan.csv,1,37,113.652744160104,22.8619060906715,0.9436339580087891,0.4677510585271488,0.9014867023096016,0.870280788050345,0.8220631687850932,96,10,54,42,34,IMOGABKA-seed,0.9436339580087891
997,dongguan.csv,1,38,113.695894714028,22.7747504096583,0.9448546451024794,0.4882717589736132,0.898454746570317,0.8991384906926344,0.8170401522293781,93,7,55,41,18,IMOGABKA-seed,0.9448546451024794
998,dongguan.csv,1,39,113.880626214215,23.0832109076999,0.9667067492576005,0.4392293614774548,0.9014773365469203,0.8825791170050489,0.8072690913367596,96,6,57,45,31,IMOGABKA-seed,0.9667067492576005
999,dongguan.csv,1,40,114.13680408692,22.7680529297243,0.9606940606648773,0.4237270764834093,0.9136618048007307,0.9284941481148075,0.8253742171778482,95,9,55,49,38,IMOGABKA-seed,0.9606940606648773
1000,dongguan.csv,1,41,113.949887065342,23.03426627484,0.9695958696038351,0.4436888413628614,0.9442706640462876,0.8069434786265182,0.8397391459169964,92,7,54,49,25,IMOGABKA-seed,0.9695958696038351
