sample_idx,source_file,offset_id,cell_rank,cell_lon_center,cell_lat_center,hv_IMOGABKA-seed,hv_MOBKA,hv_NSGA2,hv_NSGA3,hv_MOEAD,nd_IMOGABKA-seed,nd_MOBKA,nd_NSGA2,nd_NSGA3,nd_MOEAD,best_hv_algorithm,best_hv
960,dongguan.csv,1,1,113.691340910874,22.8191012922578,0.8085154374511715,0.3596970735552928,0.7399306023155793,0.7247865238575935,0.6340976828893526,96,5,55,46,25,IMOGABKA-seed,0.8085154374511715
961,dongguan.csv,1,2,113.748296362077,23.0392132175303,0.8554479627052991,0.4524561935747439,0.8158666075620107,0.816551910056682,0.7655449738358266,93,10,52,43,32,IMOGABKA-seed,0.8554479627052991
962,dongguan.csv,1,3,113.935398786641,22.947053323091,0.7903892383047346,0.36741169091446757,0.7461880646193798,0.6987225172697269,0.6398918592417886,95,12,51,37,29,IMOGABKA-seed,0.7903892383047346
963,dongguan.csv,1,4,113.744316134209,23.0005394083989,0.8282459016632089,0.40322173852936083,0.7727294822398174,0.7653081676856965,0.6749768110812847,94,7,60,45,33,IMOGABKA-seed,0.8282459016632089
964,dongguan.csv,1,5,113.789548158555,23.0398656355097,0.8304644938569652,0.44764719197605957,0.797388835647952,0.7922945934427651,0.707132307505492,98,8,51,48,23,IMOGABKA-seed,0.8304644938569652
965,dongguan.csv,1,6,113.798039241193,22.8051529450409,0.8456777791699415,0.4310191918828892,0.7893901632647842,0.7840008163538692,0.7215528230852433,94,12,52,32,16,IMOGABKA-seed,0.8456777791699415
966,dongguan.csv,1,7,114.093595437832,22.8132423405195,0.8442307364361843,0.3495209818200735,0.7621099721484184,0.7447082228687614,0.6588188692533722,97,5,62,43,23,IMOGABKA-seed,0.8442307364361843
967,dongguan.csv,1,8,113.888772116763,22.9908269556413,0.9370262690346993,0.4176313253105206,0.8586958851826783,0.8510561850322177,0.764341340627923,96,6,50,41,29,IMOGABKA-seed,0.9370262690346993
968,dongguan.csv,1,9,113.65362487719,22.9079412955929,0.9633751234357181,0.5126677783331698,0.9080005401972303,0.900313851419997,0.8245773085213116,98,8,65,50,27,IMOGABKA-seed,0.9633751234357181
969,dongguan.csv,1,10,113.840081966368,22.9047103960556,0.891717267495586,0.4201831586441202,0.8310123237419303,0.8229183301395899,0.7242932281324597,94,6,61,44,15,IMOGABKA-seed,0.891717267495586
970,dongguan.csv,1,11,113.990588255116,22.9922325743928,0.9426032887925944,0.39235961582167483,0.8590571651948624,0.8733277017449448,0.7943541675575915,97,7,53,36,21,IMOGABKA-seed,0.9426032887925944
971,dongguan.csv,1,12,113.991417705079,22.958780982646,0.9281976828356289,0.44985994183032185,0.8608953748771799,0.8250272866999786,0.7653460834882289,96,7,63,45,24,IMOGABKA-seed,0.9281976828356289
972,dongguan.csv,1,13,113.797703862245,23.0911270306996,0.9496797836514457,0.4054812411112937,0.9113066484153405,0.8810491911579724,0.8167529890516722,96,8,53,45,28,IMOGABKA-seed,0.9496797836514457
973,dongguan.csv,1,14,113.784906365021,22.7770781708143,0.9032686543686613,0.5087380499929816,0.8360599025816317,0.8131216674082211,0.7486808806994443,94,9,57,46,27,IMOGABKA-seed,0.9032686543686613
974,dongguan.csv,1,15,113.738797709237,22.8093065603225,0.9028051078042535,0.3849911344986023,0.8475879106787113,0.861641060766156,0.7739455363062997,94,10,55,43,16,IMOGABKA-seed,0.9028051078042535
975,dongguan.csv,1,16,113.688576383615,22.9472429708274,0.9133699608393835,0.47780957808022423,0.8681508682932977,0.8339840487861476,0.7351699852210609,94,7,51,49,17,IMOGABKA-seed,0.9133699608393835
