sample_idx,algorithm_a,algorithm_b,coverage
1034,NSGA2,NSGA2,1.0
1034,NSGA2,NSGA3,0.3191489361702128
1034,NSGA2,MOEAD,0.8846153846153846
1034,NSGA3,IMOGABKA-seed,0.22580645161290322
1034,NSGA3,MOBKA,0.0
1034,NSGA3,NSGA2,0.5087719298245614
1034,NSGA3,NSGA3,1.0
1034,NSGA3,MOEAD,0.6923076923076923
1034,MOEAD,IMOGABKA-seed,0.08602150537634409
1034,MOEAD,MOBKA,0.0
1034,MOEAD,NSGA2,0.0
1034,MOEAD,NSGA3,0.02127659574468085
1034,MOEAD,MOEAD,1.0
1035,IMOGABKA-seed,IMOGABKA-seed,1.0
1035,IMOGABKA-seed,MOBKA,1.0
1035,IMOGABKA-seed,NSGA2,0.3148148148148148
1035,IMOGABKA-seed,NSGA3,0.4090909090909091
1035,IMOGABKA-seed,MOEAD,0.5384615384615384
1035,MOBKA,IMOGABKA-seed,0.0
1035,MOBKA,MOBKA,1.0
1035,MOBKA,NSGA2,0.0
1035,MOBKA,NSGA3,0.0
1035,MOBKA,MOEAD,0.0
1035,NSGA2,IMOGABKA-seed,0.14893617021276595
1035,NSGA2,MOBKA,0.2
1035,NSGA2,NSGA2,1.0
1035,NSGA2,NSGA3,0.6818181818181818
1035,NSGA2,MOEAD,1.0
1035,NSGA3,IMOGABKA-seed,0.1276595744680851
1035,NSGA3,MOBKA,0.3
1035,NSGA3,NSGA2,0.1111111111111111
1035,NSGA3,NSGA3,1.0
1035,NSGA3,MOEAD,0.8461538461538461
1035,MOEAD,IMOGABKA-seed,0.0851063829787234
1035,MOEAD,MOBKA,0.1
1035,MOEAD,NSGA2,0.0
1035,MOEAD,NSGA3,0.0
1035,MOEAD,MOEAD,1.0
1036,IMOGABKA-seed,IMOGABKA-seed,1.0
1036,IMOGABKA-seed,MOBKA,1.0
1036,IMOGABKA-seed,NSGA2,0.3620689655172414
1036,IMOGABKA-seed,NSGA3,0.1836734693877551
1036,IMOGABKA-seed,MOEAD,0.2727272727272727
1036,MOBKA,IMOGABKA-seed,0.0
1036,MOBKA,MOBKA,1.0
1036,MOBKA,NSGA2,0.0
1036,MOBKA,NSGA3,0.0
1036,MOBKA,MOEAD,0.0
1036,NSGA2,IMOGABKA-seed,0.11956521739130435
1036,NSGA2,MOBKA,0.0
1036,NSGA2,NSGA2,1.0
1036,NSGA2,NSGA3,0.14285714285714285
1036,NSGA2,MOEAD,0.5909090909090909
1036,NSGA3,IMOGABKA-seed,0.16304347826086957
1036,NSGA3,MOBKA,0.16666666666666666
1036,NSGA3,NSGA2,0.5689655172413793
1036,NSGA3,NSGA3,1.0
1036,NSGA3,MOEAD,0.7727272727272727
1036,MOEAD,IMOGABKA-seed,0.10869565217391304
1036,MOEAD,MOBKA,0.0
1036,MOEAD,NSGA2,0.0
1036,MOEAD,NSGA3,0.08163265306122448
1036,MOEAD,MOEAD,1.0
1037,IMOGABKA-seed,IMOGABKA-seed,1.0
1037,IMOGABKA-seed,MOBKA,1.0
1037,IMOGABKA-seed,NSGA2,0.2222222222222222
1037,IMOGABKA-seed,NSGA3,0.2826086956521739
1037,IMOGABKA-seed,MOEAD,0.30434782608695654
1037,MOBKA,IMOGABKA-seed,0.0
1037,MOBKA,MOBKA,1.0
1037,MOBKA,NSGA2,0.0
1037,MOBKA,NSGA3,0.0
1037,MOBKA,MOEAD,0.0
1037,NSGA2,IMOGABKA-seed,0.15217391304347827
1037,NSGA2,MOBKA,0.16666666666666666
1037,NSGA2,NSGA2,1.0
1037,NSGA2,NSGA3,0.6304347826086957
1037,NSGA2,MOEAD,1.0
1037,NSGA3,IMOGABKA-seed,0.09782608695652174
1037,NSGA3,MOBKA,0.16666666666666666
1037,NSGA3,NSGA2,0.12962962962962962
1037,NSGA3,NSGA3,1.0
1037,NSGA3,MOEAD,1.0
1037,MOEAD,IMOGABKA-seed,0.06521739130434782
1037,MOEAD,MOBKA,0.0
1037,MOEAD,NSGA2,0.0
1037,MOEAD,NSGA3,0.0
1037,MOEAD,MOEAD,1.0
1038,IMOGABKA-seed,IMOGABKA-seed,1.0
1038,IMOGABKA-seed,MOBKA,1.0
1038,IMOGABKA-seed,NSGA2,0.2777777777777778
1038,IMOGABKA-seed,NSGA3,0.022727272727272728
1038,IMOGABKA-seed,MOEAD,0.20689655172413793
1038,MOBKA,IMOGABKA-seed,0.0
1038,MOBKA,MOBKA,1.0
1038,MOBKA,NSGA2,0.0
1038,MOBKA,NSGA3,0.0
1038,MOBKA,MOEAD,0.0
1038,NSGA2,IMOGABKA-seed,0.1875
1038,NSGA2,MOBKA,0.1111111111111111
1038,NSGA2,NSGA2,1.0
1038,NSGA2,NSGA3,0.11363636363636363
1038,NSGA2,MOEAD,0.9655172413793104
1038,NSGA3,IMOGABKA-seed,0.20833333333333334
1038,NSGA3,MOBKA,0.1111111111111111
1038,NSGA3,NSGA2,0.6666666666666666
1038,NSGA3,NSGA3,1.0
1038,NSGA3,MOEAD,0.9655172413793104
1038,MOEAD,IMOGABKA-seed,0.14583333333333334
1038,MOEAD,MOBKA,0.1111111111111111
1038,MOEAD,NSGA2,0.0
1038,MOEAD,NSGA3,0.0
1038,MOEAD,MOEAD,1.0
1039,IMOGABKA-seed,IMOGABKA-seed,1.0
1039,IMOGABKA-seed,MOBKA,1.0
1039,IMOGABKA-seed,NSGA2,0.0
1039,IMOGABKA-seed,NSGA3,0.058823529411764705
1039,IMOGABKA-seed,MOEAD,0.0
1039,MOBKA,IMOGABKA-seed,0.0
1039,MOBKA,MOBKA,1.0
1039,MOBKA,NSGA2,0.0
1039,MOBKA,NSGA3,0.0
1039,MOBKA,MOEAD,0.0
1039,NSGA2,IMOGABKA-seed,0.12087912087912088
1039,NSGA2,MOBKA,0.0
1039,NSGA2,NSGA2,1.0
1039,NSGA2,NSGA3,0.7647058823529411
1039,NSGA2,MOEAD,1.0
1039,NSGA3,IMOGABKA-seed,0.13186813186813187
1039,NSGA3,MOBKA,0.14285714285714285
1039,NSGA3,NSGA2,0.037037037037037035
1039,NSGA3,NSGA3,1.0
1039,NSGA3,MOEAD,1.0
1039,MOEAD,IMOGABKA-seed,0.07692307692307693
1039,MOEAD,MOBKA,0.0
1039,MOEAD,NSGA2,0.0
1039,MOEAD,NSGA3,0.0
1039,MOEAD,MOEAD,1.0
1040,IMOGABKA-seed,IMOGABKA-seed,1.0
1040,IMOGABKA-seed,MOBKA,1.0
1040,IMOGABKA-seed,NSGA2,0.2542372881355932
1040,IMOGABKA-seed,NSGA3,0.24444444444444444
1040,IMOGABKA-seed,MOEAD,0.0
1040,MOBKA,IMOGABKA-seed,0.0
1040,MOBKA,MOBKA,1.0
1040,MOBKA,NSGA2,0.0
1040,MOBKA,NSGA3,0.0
1040,MOBKA,MOEAD,0.0
1040,NSGA2,IMOGABKA-seed,0.1797752808988764
1040,NSGA2,MOBKA,0.2222222222222222
1040,NSGA2,NSGA2,1.0
1040,NSGA2,NSGA3,0.4222222222222222
1040,NSGA2,MOEAD,0.8571428571428571
1040,NSGA3,IMOGABKA-seed,0.14606741573033707
1040,NSGA3,MOBKA,0.2222222222222222
1040,NSGA3,NSGA2,0.3898305084745763
1040,NSGA3,NSGA3,1.0
1040,NSGA3,MOEAD,1.0
1040,MOEAD,IMOGABKA-seed,0.06741573033707865
1040,MOEAD,MOBKA,0.0
1040,MOEAD,NSGA2,0.05084745762711865
1040,MOEAD,NSGA3,0.0
1040,MOEAD,MOEAD,1.0
1041,IMOGABKA-seed,IMOGABKA-seed,1.0
1041,IMOGABKA-seed,MOBKA,1.0
1041,IMOGABKA-seed,NSGA2,0.48214285714285715
1041,IMOGABKA-seed,NSGA3,0.5918367346938775
1041,IMOGABKA-seed,MOEAD,0.7777777777777778
1041,MOBKA,IMOGABKA-seed,0.0
1041,MOBKA,MOBKA,1.0
1041,MOBKA,NSGA2,0.0
1041,MOBKA,NSGA3,0.0
1041,MOBKA,MOEAD,0.0
1041,NSGA2,IMOGABKA-seed,0.1368421052631579
1041,NSGA2,MOBKA,0.2222222222222222
1041,NSGA2,NSGA2,1.0
1041,NSGA2,NSGA3,0.7551020408163265
1041,NSGA2,MOEAD,1.0
1041,NSGA3,IMOGABKA-seed,0.09473684210526316
1041,NSGA3,MOBKA,0.1111111111111111
1041,NSGA3,NSGA2,0.125
1041,NSGA3,NSGA3,1.0
1041,NSGA3,MOEAD,1.0
1041,MOEAD,IMOGABKA-seed,0.06315789473684211
1041,MOEAD,MOBKA,0.1111111111111111
1041,MOEAD,NSGA2,0.0
1041,MOEAD,NSGA3,0.0
1041,MOEAD,MOEAD,1.0
1042,IMOGABKA-seed,IMOGABKA-seed,1.0
1042,IMOGABKA-seed,MOBKA,1.0
1042,IMOGABKA-seed,NSGA2,0.07017543859649122
1042,IMOGABKA-seed,NSGA3,0.05263157894736842
1042,IMOGABKA-seed,MOEAD,0.4583333333333333
1042,MOBKA,IMOGABKA-seed,0.0
1042,MOBKA,MOBKA,1.0
1042,MOBKA,NSGA2,0.0
1042,MOBKA,NSGA3,0.0
1042,MOBKA,MOEAD,0.0
1042,NSGA2,IMOGABKA-seed,0.15053763440860216
1042,NSGA2,MOBKA,0.25
1042,NSGA2,NSGA2,1.0
1042,NSGA2,NSGA3,0.7105263157894737
1042,NSGA2,MOEAD,1.0
1042,NSGA3,IMOGABKA-seed,0.15053763440860216
1042,NSGA3,MOBKA,0.08333333333333333
1042,NSGA3,NSGA2,0.21052631578947367
1042,NSGA3,NSGA3,1.0
1042,NSGA3,MOEAD,0.8333333333333334
1042,MOEAD,IMOGABKA-seed,0.053763440860215055
1042,MOEAD,MOBKA,0.08333333333333333
1042,MOEAD,NSGA2,0.0
1042,MOEAD,NSGA3,0.02631578947368421
1042,MOEAD,MOEAD,1.0
1043,IMOGABKA-seed,IMOGABKA-seed,1.0
1043,IMOGABKA-seed,MOBKA,1.0
1043,IMOGABKA-seed,NSGA2,0.25862068965517243
1043,IMOGABKA-seed,NSGA3,0.16666666666666666
1043,IMOGABKA-seed,MOEAD,0.22727272727272727
1043,MOBKA,IMOGABKA-seed,0.0
1043,MOBKA,MOBKA,1.0
1043,MOBKA,NSGA2,0.0
1043,MOBKA,NSGA3,0.0
1043,MOBKA,MOEAD,0.0
1043,NSGA2,IMOGABKA-seed,0.18888888888888888
1043,NSGA2,MOBKA,0.0
1043,NSGA2,NSGA2,1.0
1043,NSGA2,NSGA3,0.8333333333333334
1043,NSGA2,MOEAD,1.0
1043,NSGA3,IMOGABKA-seed,0.16666666666666666
1043,NSGA3,MOBKA,0.0
1043,NSGA3,NSGA2,0.05172413793103448
1043,NSGA3,NSGA3,1.0
1043,NSGA3,MOEAD,0.8181818181818182
1043,MOEAD,IMOGABKA-seed,0.1
1043,MOEAD,MOBKA,0.0
1043,MOEAD,NSGA2,0.0
1043,MOEAD,NSGA3,0.0625
1043,MOEAD,MOEAD,1.0
1044,IMOGABKA-seed,IMOGABKA-seed,1.0
1044,IMOGABKA-seed,MOBKA,1.0
1044,IMOGABKA-seed,NSGA2,0.11475409836065574
1044,IMOGABKA-seed,NSGA3,0.0
1044,IMOGABKA-seed,MOEAD,0.0
1044,MOBKA,IMOGABKA-seed,0.0
1044,MOBKA,MOBKA,1.0
1044,MOBKA,NSGA2,0.0
1044,MOBKA,NSGA3,0.0
1044,MOBKA,MOEAD,0.0
1044,NSGA2,IMOGABKA-seed,0.011111111111111112
1044,NSGA2,MOBKA,0.3333333333333333
1044,NSGA2,NSGA2,1.0
1044,NSGA2,NSGA3,0.2857142857142857
1044,NSGA2,MOEAD,1.0
1044,NSGA3,IMOGABKA-seed,0.011111111111111112
1044,NSGA3,MOBKA,0.16666666666666666
1044,NSGA3,NSGA2,0.3114754098360656
1044,NSGA3,NSGA3,1.0
1044,NSGA3,MOEAD,1.0
1044,MOEAD,IMOGABKA-seed,0.011111111111111112
1044,MOEAD,MOBKA,0.16666666666666666
1044,MOEAD,NSGA2,0.0
1044,MOEAD,NSGA3,0.0
1044,MOEAD,MOEAD,1.0
1045,IMOGABKA-seed,IMOGABKA-seed,1.0
1045,IMOGABKA-seed,MOBKA,1.0
1045,IMOGABKA-seed,NSGA2,0.05555555555555555
1045,IMOGABKA-seed,NSGA3,0.06557377049180328
1045,IMOGABKA-seed,MOEAD,0.0
1045,MOBKA,IMOGABKA-seed,0.0
1045,MOBKA,MOBKA,1.0
1045,MOBKA,NSGA2,0.0
1045,MOBKA,NSGA3,0.0
1045,MOBKA,MOEAD,0.0
1045,NSGA2,IMOGABKA-seed,0.07608695652173914
1045,NSGA2,MOBKA,0.25
1045,NSGA2,NSGA2,1.0
1045,NSGA2,NSGA3,0.8688524590163934
1045,NSGA2,MOEAD,1.0
1045,NSGA3,IMOGABKA-seed,0.05434782608695652
1045,NSGA3,MOBKA,0.375
1045,NSGA3,NSGA2,0.0
1045,NSGA3,NSGA3,1.0
1045,NSGA3,MOEAD,1.0
1045,MOEAD,IMOGABKA-seed,0.03260869565217391
1045,MOEAD,MOBKA,0.0
1045,MOEAD,NSGA2,0.0
1045,MOEAD,NSGA3,0.0
1045,MOEAD,MOEAD,1.0
1046,IMOGABKA-seed,IMOGABKA-seed,1.0
1046,IMOGABKA-seed,MOBKA,1.0
1046,IMOGABKA-seed,NSGA2,0.22033898305084745
1046,IMOGABKA-seed,NSGA3,0.2916666666666667
1046,IMOGABKA-seed,MOEAD,0.4838709677419355
1046,MOBKA,IMOGABKA-seed,0.0
1046,MOBKA,MOBKA,1.0
1046,MOBKA,NSGA2,0.0
1046,MOBKA,NSGA3,0.0
1046,MOBKA,MOEAD,0.0
1046,NSGA2,IMOGABKA-seed,0.21505376344086022
1046,NSGA2,MOBKA,0.2222222222222222
1046,NSGA2,NSGA2,1.0
1046,NSGA2,NSGA3,0.7291666666666666
1046,NSGA2,MOEAD,1.0
1046,NSGA3,IMOGABKA-seed,0.20430107526881722
1046,NSGA3,MOBKA,0.2222222222222222
1046,NSGA3,NSGA2,0.22033898305084745
1046,NSGA3,NSGA3,1.0
1046,NSGA3,MOEAD,0.9354838709677419
1046,MOEAD,IMOGABKA-seed,0.15053763440860216
1046,MOEAD,MOBKA,0.1111111111111111
1046,MOEAD,NSGA2,0.0
1046,MOEAD,NSGA3,0.020833333333333332
1046,MOEAD,MOEAD,1.0
1047,IMOGABKA-seed,IMOGABKA-seed,1.0
1047,IMOGABKA-seed,MOBKA,1.0
1047,IMOGABKA-seed,NSGA2,0.0
1047,IMOGABKA-seed,NSGA3,0.36585365853658536
1047,IMOGABKA-seed,MOEAD,0.25
1047,MOBKA,IMOGABKA-seed,0.0
1047,MOBKA,MOBKA,1.0
1047,MOBKA,NSGA2,0.0
1047,MOBKA,NSGA3,0.0
1047,MOBKA,MOEAD,0.0
1047,NSGA2,IMOGABKA-seed,0.22916666666666666
1047,NSGA2,MOBKA,0.2
1047,NSGA2,NSGA2,1.0
1047,NSGA2,NSGA3,0.8536585365853658
1047,NSGA2,MOEAD,1.0
1047,NSGA3,IMOGABKA-seed,0.10416666666666667
1047,NSGA3,MOBKA,0.2
1047,NSGA3,NSGA2,0.0
1047,NSGA3,NSGA3,1.0
1047,NSGA3,MOEAD,0.8928571428571429
1047,MOEAD,IMOGABKA-seed,0.010416666666666666
1047,MOEAD,MOBKA,0.0
1047,MOEAD,NSGA2,0.0
1047,MOEAD,NSGA3,0.0
1047,MOEAD,MOEAD,1.0
1048,IMOGABKA-seed,IMOGABKA-seed,1.0
1048,IMOGABKA-seed,MOBKA,1.0
1048,IMOGABKA-seed,NSGA2,0.08163265306122448
1048,IMOGABKA-seed,NSGA3,0.0
1048,IMOGABKA-seed,MOEAD,0.2857142857142857
1048,MOBKA,IMOGABKA-seed,0.0
1048,MOBKA,MOBKA,1.0
1048,MOBKA,NSGA2,0.0
1048,MOBKA,NSGA3,0.0
1048,MOBKA,MOEAD,0.0
1048,NSGA2,IMOGABKA-seed,0.17777777777777778
1048,NSGA2,MOBKA,0.0
1048,NSGA2,NSGA2,1.0
1048,NSGA2,NSGA3,0.1794871794871795
1048,NSGA2,MOEAD,1.0
1048,NSGA3,IMOGABKA-seed,0.2111111111111111
1048,NSGA3,MOBKA,0.0
1048,NSGA3,NSGA2,0.5102040816326531
1048,NSGA3,NSGA3,1.0
1048,NSGA3,MOEAD,0.9523809523809523
1048,MOEAD,IMOGABKA-seed,0.1
1048,MOEAD,MOBKA,0.0
1048,MOEAD,NSGA2,0.0
1048,MOEAD,NSGA3,0.0
1048,MOEAD,MOEAD,1.0
1049,IMOGABKA-seed,IMOGABKA-seed,1.0
1049,IMOGABKA-seed,MOBKA,1.0
1049,IMOGABKA-seed,NSGA2,0.11320754716981132
1049,IMOGABKA-seed,NSGA3,0.0
1049,IMOGABKA-seed,MOEAD,0.375
1049,MOBKA,IMOGABKA-seed,0.0
1049,MOBKA,MOBKA,1.0
1049,MOBKA,NSGA2,0.0
1049,MOBKA,NSGA3,0.0
1049,MOBKA,MOEAD,0.0
1049,NSGA2,IMOGABKA-seed,0.13043478260869565
1049,NSGA2,MOBKA,0.3333333333333333
1049,NSGA2,NSGA2,1.0
1049,NSGA2,NSGA3,0.54
1049,NSGA2,MOEAD,1.0
1049,NSGA3,IMOGABKA-seed,0.14130434782608695
1049,NSGA3,MOBKA,0.3333333333333333
1049,NSGA3,NSGA2,0.20754716981132076
1049,NSGA3,NSGA3,1.0
1049,NSGA3,MOEAD,0.8333333333333334
1049,MOEAD,IMOGABKA-seed,0.043478260869565216
1049,MOEAD,MOBKA,0.0
1049,MOEAD,NSGA2,0.0
1049,MOEAD,NSGA3,0.0
1049,MOEAD,MOEAD,1.0
1050,IMOGABKA-seed,IMOGABKA-seed,1.0
1050,IMOGABKA-seed,MOBKA,1.0
1050,IMOGABKA-seed,NSGA2,0.2727272727272727
1050,IMOGABKA-seed,NSGA3,0.23076923076923078
1050,IMOGABKA-seed,MOEAD,0.4375
1050,MOBKA,IMOGABKA-seed,0.0
1050,MOBKA,MOBKA,1.0
1050,MOBKA,NSGA2,0.0
1050,MOBKA,NSGA3,0.0
1050,MOBKA,MOEAD,0.0
1050,NSGA2,IMOGABKA-seed,0.07608695652173914
1050,NSGA2,MOBKA,0.0
1050,NSGA2,NSGA2,1.0
1050,NSGA2,NSGA3,0.038461538461538464
1050,NSGA2,MOEAD,0.9375
1050,NSGA3,IMOGABKA-seed,0.10869565217391304
1050,NSGA3,MOBKA,0.0
1050,NSGA3,NSGA2,0.7636363636363637
1050,NSGA3,NSGA3,1.0
1050,NSGA3,MOEAD,1.0
1050,MOEAD,IMOGABKA-seed,0.021739130434782608
1050,MOEAD,MOBKA,0.0
1050,MOEAD,NSGA2,0.03636363636363636
1050,MOEAD,NSGA3,0.0
1050,MOEAD,MOEAD,1.0
1051,IMOGABKA-seed,IMOGABKA-seed,1.0
1051,IMOGABKA-seed,MOBKA,1.0
1051,IMOGABKA-seed,NSGA2,0.11538461538461539
1051,IMOGABKA-seed,NSGA3,0.021739130434782608
1051,IMOGABKA-seed,MOEAD,0.5714285714285714
1051,MOBKA,IMOGABKA-seed,0.0
1051,MOBKA,MOBKA,1.0
1051,MOBKA,NSGA2,0.0
1051,MOBKA,NSGA3,0.0
1051,MOBKA,MOEAD,0.0
1051,NSGA2,IMOGABKA-seed,0.13402061855670103
1051,NSGA2,MOBKA,0.25
1051,NSGA2,NSGA2,1.0
1051,NSGA2,NSGA3,0.5652173913043478
1051,NSGA2,MOEAD,1.0
1051,NSGA3,IMOGABKA-seed,0.14432989690721648
1051,NSGA3,MOBKA,0.25
1051,NSGA3,NSGA2,0.3269230769230769
1051,NSGA3,NSGA3,1.0
1051,NSGA3,MOEAD,1.0
1051,MOEAD,IMOGABKA-seed,0.05154639175257732
1051,MOEAD,MOBKA,0.0
1051,MOEAD,NSGA2,0.0
1051,MOEAD,NSGA3,0.0
1051,MOEAD,MOEAD,1.0
1052,IMOGABKA-seed,IMOGABKA-seed,1.0
1052,IMOGABKA-seed,MOBKA,1.0
1052,IMOGABKA-seed,NSGA2,0.08771929824561403
1052,IMOGABKA-seed,NSGA3,0.17777777777777778
1052,IMOGABKA-seed,MOEAD,0.2777777777777778
1052,MOBKA,IMOGABKA-seed,0.0
1052,MOBKA,MOBKA,1.0
1052,MOBKA,NSGA2,0.0
1052,MOBKA,NSGA3,0.0
1052,MOBKA,MOEAD,0.0
1052,NSGA2,IMOGABKA-seed,0.15217391304347827
1052,NSGA2,MOBKA,0.0
1052,NSGA2,NSGA2,1.0
1052,NSGA2,NSGA3,0.2222222222222222
1052,NSGA2,MOEAD,1.0
1052,NSGA3,IMOGABKA-seed,0.18478260869565216
1052,NSGA3,MOBKA,0.25
1052,NSGA3,NSGA2,0.43859649122807015
1052,NSGA3,NSGA3,1.0
1052,NSGA3,MOEAD,0.8333333333333334
1052,MOEAD,IMOGABKA-seed,0.043478260869565216
1052,MOEAD,MOBKA,0.0
1052,MOEAD,NSGA2,0.0
1052,MOEAD,NSGA3,0.0
1052,MOEAD,MOEAD,1.0
1053,IMOGABKA-seed,IMOGABKA-seed,1.0
1053,IMOGABKA-seed,MOBKA,1.0
1053,IMOGABKA-seed,NSGA2,0.1694915254237288
1053,IMOGABKA-seed,NSGA3,0.3157894736842105
1053,IMOGABKA-seed,MOEAD,0.16
1053,MOBKA,IMOGABKA-seed,0.0
1053,MOBKA,MOBKA,1.0
1053,MOBKA,NSGA2,0.0
1053,MOBKA,NSGA3,0.0
1053,MOBKA,MOEAD,0.0
1053,NSGA2,IMOGABKA-seed,0.22105263157894736
1053,NSGA2,MOBKA,0.6
1053,NSGA2,NSGA2,1.0
1053,NSGA2,NSGA3,0.6842105263157895
1053,NSGA2,MOEAD,1.0
1053,NSGA3,IMOGABKA-seed,0.18947368421052632
1053,NSGA3,MOBKA,0.6
1053,NSGA3,NSGA2,0.0847457627118644
1053,NSGA3,NSGA3,1.0
1053,NSGA3,MOEAD,0.72
1053,MOEAD,IMOGABKA-seed,0.12631578947368421
1053,MOEAD,MOBKA,0.0
1053,MOEAD,NSGA2,0.0
1053,MOEAD,NSGA3,0.0
1053,MOEAD,MOEAD,1.0
1054,IMOGABKA-seed,IMOGABKA-seed,1.0
1054,IMOGABKA-seed,MOBKA,1.0
1054,IMOGABKA-seed,NSGA2,0.27450980392156865
1054,IMOGABKA-seed,NSGA3,0.043478260869565216
1054,IMOGABKA-seed,MOEAD,0.13636363636363635
1054,MOBKA,IMOGABKA-seed,0.0
1054,MOBKA,MOBKA,1.0
1054,MOBKA,NSGA2,0.0
1054,MOBKA,NSGA3,0.0
