algorithm,runs,hv_mean,hv_median,hv_std,nd_count_mean,best_obj1_mean,best_obj2_mean,mean_obj1_mean,mean_obj2_mean,elapsed_sec_mean,elapsed_sec_median
IMOGABKA-seed,1,0.8025199077944348,0.8025199077944348,0.0,96.0,1.671965763896471e-08,4068000.0,24.875471352631592,15944750.0,62.949372500006575,62.949372500006575
NSGA2,1,0.7302523205952733,0.7302523205952733,0.0,61.0,6.296650721178025,6924000.0,21.78955597993665,15925967.213114753,10.808009000000311,10.808009000000311
NSGA3,1,0.728928030457629,0.728928030457629,0.0,54.0,6.483381127601099,6878400.0,27.449025807651417,14640311.111111112,11.288565400027437,11.288565400027437
MOEAD,1,0.677687352891438,0.677687352891438,0.0,31.0,6.103478605030614,9352800.0,21.415428714141672,16546374.193548387,5.7086974999983795,5.7086974999983795
MOBKA,1,0.2718978662900635,0.2718978662900635,0.0,11.0,0.0001791496475633405,26407200.0,3.3395252785961604,31467054.545454547,7.201559399982216,7.201559399982216
