iter,hv,igd,gd
1,0,1.69065999394116,0.85033045900535686
2,0,1.8179903817694956,0.85194574959274394
3,0,2.1919406655629325,0.74708706841767147
4,0,1.9367155091034376,0.93618373954284106
5,0,1.636648380421327,1.1148726346177131
6,0,1.8583077609240644,1.1123599884196209
7,0,1.8740421067784669,1.4551429312894029
8,0,2.2234909305268684,0.79116699191999651
9,0,1.8640666649468718,1.0771968781879995
10,0,2.0684661008918099,1.0785603618771991
11,0,2.2376835200282255,1.0106595102803728
12,0,1.8165987167104329,1.0880664266995506
13,0,1.8905317081028032,0.97226207525141994
14,0,1.5762769377077648,0.88425284826842598
15,0,2.0565007548965339,0.98519658781553121
16,0,2.2957717226686882,1.0544091229208379
17,0,1.8566512600522402,0.87914911352773262
18,0,1.9376927350752009,1.0326713525450424
19,0,1.7961232960586173,0.85418349453461362
20,0,1.5750274268591569,1.2169337436704988
21,0,1.9562145268731705,0.93208967527219333
22,0,1.9614944057729558,0.96004517793501754
23,0,1.9346540522121405,0.92557897538744394
24,0,1.7142452509568458,0.83873658686750596
25,0,2.3169044399343384,0.91194127082333931
26,0,1.9966411280547787,1.0004340528104259
27,0,2.367163647820826,1.0539493487672378
28,0,1.9295845947195334,0.98631121844065095
29,0,1.9268228339129154,1.1520430087550184
30,0,2.0157239357333685,1.0355821877379925
