algorithm,runs,hv_mean,hv_median,hv_std,nd_count_mean,best_obj1_mean,best_obj2_mean,mean_obj1_mean,mean_obj2_mean,elapsed_sec_mean,elapsed_sec_median
IMOGABKA-seed,38,0.9754318179758236,0.9766828585964242,0.011981773514036086,92.15789473684211,6.3001602841512456e-27,446336.84210526315,2.9241954461772712,13253495.131248081,28.816669678946614,27.89382485000533
NSGA2,38,0.9063943458871336,0.908299105282724,0.019515357345597187,55.078947368421055,0.17379379054350388,4382273.684210527,0.8766830182158473,11269315.462729469,10.482958636841719,10.467318100010743
NSGA3,38,0.8962743863347972,0.8983822498824601,0.0256796303207734,47.94736842105263,0.18035785844658725,4935031.578947368,0.8062383642679759,12003646.160698239,10.673544252628313,10.630842749989824
MOEAD,38,0.8546905172796609,0.8580101887921115,0.030615440309965332,23.763157894736842,0.3638415066713037,6907200.0,0.9391592763482408,10697414.926619634,4.809933550001771,4.836637450003764
MOBKA,38,0.47998519679709806,0.4845851660575822,0.032433942573069106,8.026315789473685,0.02803065514941331,27102252.63157895,0.10359980867274775,30452298.58509911,5.849285952631218,5.867532849995769
