sample_idx,source_file,offset_id,cell_rank,cell_lon_center,cell_lat_center,hv_IMOGABKA-seed,hv_MOBKA,hv_NSGA2,hv_NSGA3,hv_MOEAD,nd_IMOGABKA-seed,nd_MOBKA,nd_NSGA2,nd_NSGA3,nd_MOEAD,best_hv_algorithm,best_hv
1285,dongguan.csv,4,1,113.767588386422,23.0242511584924,0.7946212622294482,0.4291678553845706,0.7136812638632793,0.7334408042326345,0.6722023216132222,93,5,58,47,26,IMOGABKA-seed,0.7946212622294482
1286,dongguan.csv,4,2,113.771973492824,22.7886523999003,0.724507195010544,0.3275589292449894,0.6403134522143821,0.6169763549557581,0.4825370998842653,96,8,52,30,22,IMOGABKA-seed,0.724507195010544
1287,dongguan.csv,4,3,113.727197200276,23.0181064856617,0.8201924604038259,0.49710083524040877,0.747054890833822,0.7342751245860761,0.6838195624773732,95,10,57,49,34,IMOGABKA-seed,0.8201924604038259
1288,dongguan.csv,4,4,113.675671536726,22.8310936005728,0.8179140304656254,0.45961080394853004,0.7548605640722302,0.7476689074530467,0.6393288928637525,89,9,57,46,18,IMOGABKA-seed,0.8179140304656254
1289,dongguan.csv,4,5,113.66761720457,22.9308506002504,0.8263088339522243,0.3279373194973898,0.756715191946023,0.7666361978312961,0.6497851000100625,96,9,60,48,30,IMOGABKA-seed,0.8263088339522243
1290,dongguan.csv,4,6,113.810291992736,22.8017257441666,0.843664921945728,0.4649877817321614,0.8035606967263356,0.8061587477147115,0.7017648258992422,93,9,55,45,14,IMOGABKA-seed,0.843664921945728
1291,dongguan.csv,4,7,113.919023965311,22.9681150263552,0.8821075641780093,0.37416226496841754,0.8101177184889337,0.8109263258513435,0.7213196458113471,97,11,59,44,17,IMOGABKA-seed,0.8821075641780093
1292,dongguan.csv,4,8,114.00770761982,22.9726625126851,0.9294402453660573,0.40728344262024396,0.8455121941536359,0.861835759593705,0.7894471794796972,96,6,55,46,17,IMOGABKA-seed,0.9294402453660573
1293,dongguan.csv,4,9,113.923600983616,22.9349253909846,0.8647136236471564,0.3899147388894953,0.8119500567533299,0.7859124311018699,0.7403890762223293,89,8,54,42,28,IMOGABKA-seed,0.8647136236471564
1294,dongguan.csv,4,10,113.772021363256,23.0563066890283,0.9252759638755965,0.3901253013849609,0.8498332134784137,0.8140847901190474,0.7946762430301382,93,8,58,46,25,IMOGABKA-seed,0.9252759638755965
1295,dongguan.csv,4,11,113.725009559187,22.7941426784819,0.9318985516691143,0.49591389187111296,0.8756416154355431,0.8893523566355053,0.7949264046711393,92,11,52,45,17,IMOGABKA-seed,0.9318985516691143
1296,dongguan.csv,4,12,113.722652953458,23.0615545812126,0.9182196897199086,0.4958305068389239,0.8676694496344559,0.8402900145257007,0.7699717096625384,94,11,53,43,23,IMOGABKA-seed,0.9182196897199086
1297,dongguan.csv,4,13,113.718576042603,22.8348744705298,0.8966202915527935,0.4700642583374049,0.824608734521459,0.8379904992556416,0.7650467994385765,96,8,56,53,22,IMOGABKA-seed,0.8966202915527935
1298,dongguan.csv,4,14,113.820552151258,23.0229536897119,0.9255854976635312,0.2889105216907076,0.8719934612564221,0.8587976337541537,0.7413366351175026,93,11,59,49,29,IMOGABKA-seed,0.9255854976635312
1299,dongguan.csv,4,15,114.013961242191,22.9196266087544,0.9428703748387249,0.44558513238551967,0.9063331823965489,0.9103490257672633,0.8076328210130758,93,6,62,48,18,IMOGABKA-seed,0.9428703748387249
1300,dongguan.csv,4,16,114.162846586539,22.8363249104899,0.9182386715748833,0.41586477225710317,0.8619488647860457,0.8302281678979262,0.7590572922448104,95,9,56,49,29,IMOGABKA-seed,0.9182386715748833
