sample_idx,source_file,scale_km,offset_id,cell_rank,cell_lon_center,cell_lat_center,group_tag,algorithm,hv,nd_count,converge_best_obj1,converge_best_obj2,converge_mean_obj1,converge_mean_obj2,elapsed_sec
960,dongguan.csv,5.0,1,1,113.691340910874,22.8191012922578,dongguan.csv|s5.0|gx1|gy2,IMOGABKA-seed,0.8085154374511715,96,1.07813188908346e-10,4608000.0,26.959385114332278,15391950.0,53.860756499983836
960,dongguan.csv,5.0,1,1,113.691340910874,22.8191012922578,dongguan.csv|s5.0|gx1|gy2,MOBKA,0.3596970735552928,5,0.03720158255899927,29392800.0,2.4331919802301107,31974720.0,6.69856359998812
960,dongguan.csv,5.0,1,1,113.691340910874,22.8191012922578,dongguan.csv|s5.0|gx1|gy2,NSGA2,0.7399306023155793,55,12.928025268435476,4159200.0,40.869771157035366,11715229.090909092,10.787016199989012
960,dongguan.csv,5.0,1,1,113.691340910874,22.8191012922578,dongguan.csv|s5.0|gx1|gy2,NSGA3,0.7247865238575935,46,12.454106795517369,5203200.0,32.387862081886645,13622034.782608695,10.964841599983629
960,dongguan.csv,5.0,1,1,113.691340910874,22.8191012922578,dongguan.csv|s5.0|gx1|gy2,MOEAD,0.6340976828893526,25,20.703159205820356,8707200.0,35.78905338447223,13573824.0,5.236614699999336
961,dongguan.csv,5.0,1,2,113.748296362077,23.0392132175303,dongguan.csv|s5.0|gx2|gy4,IMOGABKA-seed,0.8554479627052991,93,1.2150392482633238e-14,5496000.0,20.668862472922477,18242787.096774194,57.051949799992144
961,dongguan.csv,5.0,1,2,113.748296362077,23.0392132175303,dongguan.csv|s5.0|gx2|gy4,MOBKA,0.4524561935747439,10,0.32425564169706983,27823200.0,3.5229225452004775,31736640.0,6.7151232000032905
961,dongguan.csv,5.0,1,2,113.748296362077,23.0392132175303,dongguan.csv|s5.0|gx2|gy4,NSGA2,0.8158666075620107,52,14.44528906915358,4812000.0,44.98982889653431,12437630.76923077,10.550267999991775
961,dongguan.csv,5.0,1,2,113.748296362077,23.0392132175303,dongguan.csv|s5.0|gx2|gy4,NSGA3,0.816551910056682,43,12.892654190430903,5160000.0,40.21976895011578,13243032.558139535,10.825034799985588
961,dongguan.csv,5.0,1,2,113.748296362077,23.0392132175303,dongguan.csv|s5.0|gx2|gy4,MOEAD,0.7655449738358266,32,17.545530780842697,7999200.0,36.31425978048475,12759900.0,5.0547659000149
962,dongguan.csv,5.0,1,3,113.935398786641,22.947053323091,dongguan.csv|s5.0|gx3|gy3,IMOGABKA-seed,0.7903892383047346,95,3.940389230761995e-14,5294400.0,32.336891998014536,17062484.210526317,56.775892000005115
962,dongguan.csv,5.0,1,3,113.935398786641,22.947053323091,dongguan.csv|s5.0|gx3|gy3,MOBKA,0.36741169091446757,12,0.11322213350868086,28620000.0,10.347444639909757,31647800.0,6.562066099984804
962,dongguan.csv,5.0,1,3,113.935398786641,22.947053323091,dongguan.csv|s5.0|gx3|gy3,NSGA2,0.7461880646193798,51,10.099814940597037,4651200.0,38.54693077366121,13700376.470588235,10.8221981000097
962,dongguan.csv,5.0,1,3,113.935398786641,22.947053323091,dongguan.csv|s5.0|gx3|gy3,NSGA3,0.6987225172697269,37,18.814588919038048,5145600.0,49.17541570160586,10541124.324324325,10.718299000000115
962,dongguan.csv,5.0,1,3,113.935398786641,22.947053323091,dongguan.csv|s5.0|gx3|gy3,MOEAD,0.6398918592417886,29,21.940982212527853,9103200.0,36.53436787560931,13186179.310344828,5.292914600024233
963,dongguan.csv,5.0,1,4,113.744316134209,23.0005394083989,dongguan.csv|s5.0|gx2|gy3,IMOGABKA-seed,0.8282459016632089,94,6.94707551980183e-19,4972800.0,21.979848269863663,17958944.680851065,53.83403279999038
963,dongguan.csv,5.0,1,4,113.744316134209,23.0005394083989,dongguan.csv|s5.0|gx2|gy3,MOBKA,0.40322173852936083,7,0.11778252270014909,29342400.0,4.052554645691577,31803771.42857143,6.514350100012962
963,dongguan.csv,5.0,1,4,113.744316134209,23.0005394083989,dongguan.csv|s5.0|gx2|gy3,NSGA2,0.7727294822398174,60,11.437566581739281,4168800.0,35.88889149141372,12422840.0,10.589696200011531
963,dongguan.csv,5.0,1,4,113.744316134209,23.0005394083989,dongguan.csv|s5.0|gx2|gy3,NSGA3,0.7653081676856965,45,12.806764948000708,4252800.0,38.2404139341018,11859040.0,10.701948200003244
963,dongguan.csv,5.0,1,4,113.744316134209,23.0005394083989,dongguan.csv|s5.0|gx2|gy3,MOEAD,0.6749768110812847,33,18.38925175867945,9036000.0,36.47939536974456,13490400.0,5.221857500000624
964,dongguan.csv,5.0,1,5,113.789548158555,23.0398656355097,dongguan.csv|s5.0|gx2|gy4,IMOGABKA-seed,0.8304644938569652,98,4.573801873896971e-12,5616000.0,23.17316326287706,16770783.673469387,54.524178399995435
964,dongguan.csv,5.0,1,5,113.789548158555,23.0398656355097,dongguan.csv|s5.0|gx2|gy4,MOBKA,0.44764719197605957,8,0.2811382351942489,25149600.0,10.063259463229345,30636900.0,6.693731599982129
964,dongguan.csv,5.0,1,5,113.789548158555,23.0398656355097,dongguan.csv|s5.0|gx2|gy4,NSGA2,0.797388835647952,51,10.582098579583121,4512000.0,46.410224322519504,11600988.235294119,10.474859000009019
964,dongguan.csv,5.0,1,5,113.789548158555,23.0398656355097,dongguan.csv|s5.0|gx2|gy4,NSGA3,0.7922945934427651,48,10.665513415229052,4939200.0,36.344148350061666,13306450.0,10.574582999979611
964,dongguan.csv,5.0,1,5,113.789548158555,23.0398656355097,dongguan.csv|s5.0|gx2|gy4,MOEAD,0.707132307505492,23,22.549530337469083,7788000.0,39.85904866603087,12200765.217391305,5.133180999982869
965,dongguan.csv,5.0,1,6,113.798039241193,22.8051529450409,dongguan.csv|s5.0|gx2|gy2,IMOGABKA-seed,0.8456777791699415,94,3.40870232423939e-17,4752000.0,16.128292604468427,16801200.0,54.27969959998154
965,dongguan.csv,5.0,1,6,113.798039241193,22.8051529450409,dongguan.csv|s5.0|gx2|gy2,MOBKA,0.4310191918828892,12,0.5311094901310557,26244000.0,4.414953900779546,30663600.0,6.554161000007298
965,dongguan.csv,5.0,1,6,113.798039241193,22.8051529450409,dongguan.csv|s5.0|gx2|gy2,NSGA2,0.7893901632647842,52,8.546197045034548,5685600.0,30.393794100377026,13465107.692307692,11.063006099982886
965,dongguan.csv,5.0,1,6,113.798039241193,22.8051529450409,dongguan.csv|s5.0|gx2|gy2,NSGA3,0.7840008163538692,32,10.938534253815856,4456800.0,39.44264575071715,11617125.0,10.780463700008113
965,dongguan.csv,5.0,1,6,113.798039241193,22.8051529450409,dongguan.csv|s5.0|gx2|gy2,MOEAD,0.7215528230852433,16,13.400782174547567,8721600.0,28.34514691541472,12153600.0,5.009391100000357
966,dongguan.csv,5.0,1,7,114.093595437832,22.8132423405195,dongguan.csv|s5.0|gx4|gy2,IMOGABKA-seed,0.8442307364361843,97,1.7319351208976893e-16,2287200.0,20.570954396712803,14215694.845360825,50.48904220000259
966,dongguan.csv,5.0,1,7,114.093595437832,22.8132423405195,dongguan.csv|s5.0|gx4|gy2,MOBKA,0.3495209818200735,5,0.12315210085926219,29721600.0,1.612271226102921,31626720.0,6.375125399994431
966,dongguan.csv,5.0,1,7,114.093595437832,22.8132423405195,dongguan.csv|s5.0|gx4|gy2,NSGA2,0.7621099721484184,62,6.580284278785685,4754400.0,22.54971754282622,12147445.161290323,10.393915900000138
966,dongguan.csv,5.0,1,7,114.093595437832,22.8132423405195,dongguan.csv|s5.0|gx4|gy2,NSGA3,0.7447082228687614,43,6.992985603331183,5750400.0,17.76570780476554,14349544.186046511,10.589175700006308
966,dongguan.csv,5.0,1,7,114.093595437832,22.8132423405195,dongguan.csv|s5.0|gx4|gy2,MOEAD,0.6588188692533722,23,14.264884376633102,7848000.0,25.0236075275798,11655547.826086957,4.845931699994253
967,dongguan.csv,5.0,1,8,113.888772116763,22.9908269556413,dongguan.csv|s5.0|gx3|gy3,IMOGABKA-seed,0.9370262690346993,96,2.0916536129796693e-13,1756800.0,38.70401244752838,12801575.0,43.74099760001991
967,dongguan.csv,5.0,1,8,113.888772116763,22.9908269556413,dongguan.csv|s5.0|gx3|gy3,MOBKA,0.4176313253105206,6,0.02062904915285669,25485600.0,2.6612227878582813,30432400.0,6.297953499975847
967,dongguan.csv,5.0,1,8,113.888772116763,22.9908269556413,dongguan.csv|s5.0|gx3|gy3,NSGA2,0.8586958851826783,50,5.475239407551755,5349600.0,18.47318119314489,13382208.0,10.630195000005187
967,dongguan.csv,5.0,1,8,113.888772116763,22.9908269556413,dongguan.csv|s5.0|gx3|gy3,NSGA3,0.8510561850322177,41,7.568418394333117,5565600.0,21.137378541957922,11463687.804878049,10.562238299986348
967,dongguan.csv,5.0,1,8,113.888772116763,22.9908269556413,dongguan.csv|s5.0|gx3|gy3,MOEAD,0.764341340627923,29,8.764663001033576,9528000.0,18.968985870081067,13675034.48275862,5.213736500008963
968,dongguan.csv,5.0,1,9,113.65362487719,22.9079412955929,dongguan.csv|s5.0|gx1|gy3,IMOGABKA-seed,0.9633751234357181,98,2.4532666946519707e-26,1596000.0,884.7980858954032,15014522.448979592,38.91181359998882
968,dongguan.csv,5.0,1,9,113.65362487719,22.9079412955929,dongguan.csv|s5.0|gx1|gy3,MOBKA,0.5126677783331698,8,0.0003512609988753181,25348800.0,1.4408014582771482,31231800.0,6.195116499991855
968,dongguan.csv,5.0,1,9,113.65362487719,22.9079412955929,dongguan.csv|s5.0|gx1|gy3,NSGA2,0.9080005401972303,65,4.894983941923136,4764000.0,15.829182905469127,13065193.846153846,10.35062470001867
968,dongguan.csv,5.0,1,9,113.65362487719,22.9079412955929,dongguan.csv|s5.0|gx1|gy3,NSGA3,0.900313851419997,50,5.250690988996215,5160000.0,20.04412837884794,13679184.0,10.685797299986007
968,dongguan.csv,5.0,1,9,113.65362487719,22.9079412955929,dongguan.csv|s5.0|gx1|gy3,MOEAD,0.8245773085213116,27,8.680116865713707,9100800.0,17.822191826534564,13392266.666666666,5.147374899999704
969,dongguan.csv,5.0,1,10,113.840081966368,22.9047103960556,dongguan.csv|s5.0|gx2|gy3,IMOGABKA-seed,0.891717267495586,94,8.173497882489227e-18,1584000.0,21.32088815962781,13363148.936170213,45.3189723000105
969,dongguan.csv,5.0,1,10,113.840081966368,22.9047103960556,dongguan.csv|s5.0|gx2|gy3,MOBKA,0.4201831586441202,6,0.308610628213368,29068800.0,2.4903815998916987,30642000.0,6.192527399980463
969,dongguan.csv,5.0,1,10,113.840081966368,22.9047103960556,dongguan.csv|s5.0|gx2|gy3,NSGA2,0.8310123237419303,61,3.9105952380613953,4461600.0,16.14548345834254,12436878.68852459,10.489308099990012
969,dongguan.csv,5.0,1,10,113.840081966368,22.9047103960556,dongguan.csv|s5.0|gx2|gy3,NSGA3,0.8229183301395899,44,5.4517678870349675,3962400.0,18.57081966227208,11118872.727272727,10.158561300020665
969,dongguan.csv,5.0,1,10,113.840081966368,22.9047103960556,dongguan.csv|s5.0|gx2|gy3,MOEAD,0.7242932281324597,15,9.122947827284449,8800800.0,15.630583701938427,13502560.0,5.092446700000437
970,dongguan.csv,5.0,1,11,113.990588255116,22.9922325743928,dongguan.csv|s5.0|gx3|gy3,IMOGABKA-seed,0.9426032887925944,97,5.136506292236137e-23,1584000.0,24.78022444153766,12907595.87628866,45.18496069998946
970,dongguan.csv,5.0,1,11,113.990588255116,22.9922325743928,dongguan.csv|s5.0|gx3|gy3,MOBKA,0.39235961582167483,7,0.31693476602126874,28495200.0,1.1307395058414476,31594971.42857143,6.301205199997639
