sample_idx,algorithm_a,algorithm_b,coverage
964,MOBKA,MOBKA,1.0
964,MOBKA,NSGA2,0.0
964,MOBKA,NSGA3,0.0
964,MOBKA,MOEAD,0.0
964,NSGA2,IMOGABKA-seed,0.030612244897959183
964,NSGA2,MOBKA,0.375
964,NSGA2,NSGA2,1.0
964,NSGA2,NSGA3,0.6666666666666666
964,NSGA2,MOEAD,1.0
964,NSGA3,IMOGABKA-seed,0.0
964,NSGA3,MOBKA,0.375
964,NSGA3,NSGA2,0.17647058823529413
964,NSGA3,NSGA3,1.0
964,NSGA3,MOEAD,1.0
964,MOEAD,IMOGABKA-seed,0.0
964,MOEAD,MOBKA,0.25
964,MOEAD,NSGA2,0.0
964,MOEAD,NSGA3,0.0
964,MOEAD,MOEAD,1.0
965,IMOGABKA-seed,IMOGABKA-seed,1.0
965,IMOGABKA-seed,MOBKA,1.0
965,IMOGABKA-seed,NSGA2,0.8653846153846154
965,IMOGABKA-seed,NSGA3,0.8125
965,IMOGABKA-seed,MOEAD,1.0
965,MOBKA,IMOGABKA-seed,0.0
965,MOBKA,MOBKA,1.0
965,MOBKA,NSGA2,0.0
965,MOBKA,NSGA3,0.0
965,MOBKA,MOEAD,0.0
965,NSGA2,IMOGABKA-seed,0.06382978723404255
965,NSGA2,MOBKA,0.16666666666666666
965,NSGA2,NSGA2,1.0
965,NSGA2,NSGA3,0.75
965,NSGA2,MOEAD,0.75
965,NSGA3,IMOGABKA-seed,0.010638297872340425
965,NSGA3,MOBKA,0.08333333333333333
965,NSGA3,NSGA2,0.15384615384615385
965,NSGA3,NSGA3,1.0
965,NSGA3,MOEAD,0.4375
965,MOEAD,IMOGABKA-seed,0.0
965,MOEAD,MOBKA,0.08333333333333333
965,MOEAD,NSGA2,0.038461538461538464
965,MOEAD,NSGA3,0.15625
965,MOEAD,MOEAD,1.0
966,IMOGABKA-seed,IMOGABKA-seed,1.0
966,IMOGABKA-seed,MOBKA,1.0
966,IMOGABKA-seed,NSGA2,0.8709677419354839
966,IMOGABKA-seed,NSGA3,1.0
966,IMOGABKA-seed,MOEAD,1.0
966,MOBKA,IMOGABKA-seed,0.0
966,MOBKA,MOBKA,1.0
966,MOBKA,NSGA2,0.0
966,MOBKA,NSGA3,0.0
966,MOBKA,MOEAD,0.0
966,NSGA2,IMOGABKA-seed,0.020618556701030927
966,NSGA2,MOBKA,0.0
966,NSGA2,NSGA2,1.0
966,NSGA2,NSGA3,0.9069767441860465
966,NSGA2,MOEAD,1.0
966,NSGA3,IMOGABKA-seed,0.0
966,NSGA3,MOBKA,0.0
966,NSGA3,NSGA2,0.0
966,NSGA3,NSGA3,1.0
966,NSGA3,MOEAD,0.8695652173913043
966,MOEAD,IMOGABKA-seed,0.0
966,MOEAD,MOBKA,0.0
966,MOEAD,NSGA2,0.0
966,MOEAD,NSGA3,0.0
966,MOEAD,MOEAD,1.0
967,IMOGABKA-seed,IMOGABKA-seed,1.0
967,IMOGABKA-seed,MOBKA,1.0
967,IMOGABKA-seed,NSGA2,0.6
967,IMOGABKA-seed,NSGA3,0.6829268292682927
967,IMOGABKA-seed,MOEAD,0.8620689655172413
967,MOBKA,IMOGABKA-seed,0.0
967,MOBKA,MOBKA,1.0
967,MOBKA,NSGA2,0.0
967,MOBKA,NSGA3,0.0
967,MOBKA,MOEAD,0.0
967,NSGA2,IMOGABKA-seed,0.11458333333333333
967,NSGA2,MOBKA,0.16666666666666666
967,NSGA2,NSGA2,1.0
967,NSGA2,NSGA3,0.6829268292682927
967,NSGA2,MOEAD,1.0
967,NSGA3,IMOGABKA-seed,0.09375
967,NSGA3,MOBKA,0.16666666666666666
967,NSGA3,NSGA2,0.18
967,NSGA3,NSGA3,1.0
967,NSGA3,MOEAD,0.9310344827586207
967,MOEAD,IMOGABKA-seed,0.041666666666666664
967,MOEAD,MOBKA,0.0
967,MOEAD,NSGA2,0.0
967,MOEAD,NSGA3,0.0
967,MOEAD,MOEAD,1.0
968,IMOGABKA-seed,IMOGABKA-seed,1.0
968,IMOGABKA-seed,MOBKA,1.0
968,IMOGABKA-seed,NSGA2,0.09230769230769231
968,IMOGABKA-seed,NSGA3,0.48
968,IMOGABKA-seed,MOEAD,0.5925925925925926
968,MOBKA,IMOGABKA-seed,0.0
968,MOBKA,MOBKA,1.0
968,MOBKA,NSGA2,0.0
968,MOBKA,NSGA3,0.0
968,MOBKA,MOEAD,0.0
968,NSGA2,IMOGABKA-seed,0.2653061224489796
968,NSGA2,MOBKA,0.125
968,NSGA2,NSGA2,1.0
968,NSGA2,NSGA3,0.86
968,NSGA2,MOEAD,1.0
968,NSGA3,IMOGABKA-seed,0.08163265306122448
968,NSGA3,MOBKA,0.0
968,NSGA3,NSGA2,0.06153846153846154
968,NSGA3,NSGA3,1.0
968,NSGA3,MOEAD,0.9259259259259259
968,MOEAD,IMOGABKA-seed,0.030612244897959183
968,MOEAD,MOBKA,0.0
968,MOEAD,NSGA2,0.0
968,MOEAD,NSGA3,0.02
968,MOEAD,MOEAD,1.0
969,IMOGABKA-seed,IMOGABKA-seed,1.0
969,IMOGABKA-seed,MOBKA,1.0
969,IMOGABKA-seed,NSGA2,0.819672131147541
969,IMOGABKA-seed,NSGA3,0.8863636363636364
969,IMOGABKA-seed,MOEAD,1.0
969,MOBKA,IMOGABKA-seed,0.0
969,MOBKA,MOBKA,1.0
969,MOBKA,NSGA2,0.0
969,MOBKA,NSGA3,0.0
969,MOBKA,MOEAD,0.0
969,NSGA2,IMOGABKA-seed,0.09574468085106383
969,NSGA2,MOBKA,0.16666666666666666
969,NSGA2,NSGA2,1.0
969,NSGA2,NSGA3,0.6136363636363636
969,NSGA2,MOEAD,1.0
969,NSGA3,IMOGABKA-seed,0.0425531914893617
969,NSGA3,MOBKA,0.16666666666666666
969,NSGA3,NSGA2,0.21311475409836064
969,NSGA3,NSGA3,1.0
969,NSGA3,MOEAD,1.0
969,MOEAD,IMOGABKA-seed,0.0
969,MOEAD,MOBKA,0.0
969,MOEAD,NSGA2,0.0
969,MOEAD,NSGA3,0.0
969,MOEAD,MOEAD,1.0
970,IMOGABKA-seed,IMOGABKA-seed,1.0
970,IMOGABKA-seed,MOBKA,1.0
970,IMOGABKA-seed,NSGA2,0.9622641509433962
970,IMOGABKA-seed,NSGA3,1.0
970,IMOGABKA-seed,MOEAD,1.0
970,MOBKA,IMOGABKA-seed,0.0
970,MOBKA,MOBKA,1.0
970,MOBKA,NSGA2,0.0
970,MOBKA,NSGA3,0.0
970,MOBKA,MOEAD,0.0
970,NSGA2,IMOGABKA-seed,0.030927835051546393
970,NSGA2,MOBKA,0.0
970,NSGA2,NSGA2,1.0
970,NSGA2,NSGA3,0.5
970,NSGA2,MOEAD,1.0
970,NSGA3,IMOGABKA-seed,0.0
970,NSGA3,MOBKA,0.0
970,NSGA3,NSGA2,0.16981132075471697
970,NSGA3,NSGA3,1.0
970,NSGA3,MOEAD,0.5238095238095238
970,MOEAD,IMOGABKA-seed,0.0
970,MOEAD,MOBKA,0.0
970,MOEAD,NSGA2,0.0
970,MOEAD,NSGA3,0.0
970,MOEAD,MOEAD,1.0
971,IMOGABKA-seed,IMOGABKA-seed,1.0
971,IMOGABKA-seed,MOBKA,1.0
971,IMOGABKA-seed,NSGA2,0.36507936507936506
971,IMOGABKA-seed,NSGA3,0.13333333333333333
971,IMOGABKA-seed,MOEAD,1.0
971,MOBKA,IMOGABKA-seed,0.0
971,MOBKA,MOBKA,1.0
971,MOBKA,NSGA2,0.0
971,MOBKA,NSGA3,0.0
971,MOBKA,MOEAD,0.0
971,NSGA2,IMOGABKA-seed,0.22916666666666666
971,NSGA2,MOBKA,0.0
971,NSGA2,NSGA2,1.0
971,NSGA2,NSGA3,0.26666666666666666
971,NSGA2,MOEAD,1.0
971,NSGA3,IMOGABKA-seed,0.23958333333333334
971,NSGA3,MOBKA,0.0
971,NSGA3,NSGA2,0.36507936507936506
971,NSGA3,NSGA3,1.0
971,NSGA3,MOEAD,1.0
971,MOEAD,IMOGABKA-seed,0.0
971,MOEAD,MOBKA,0.0
971,MOEAD,NSGA2,0.0
971,MOEAD,NSGA3,0.0
971,MOEAD,MOEAD,1.0
972,IMOGABKA-seed,IMOGABKA-seed,1.0
972,IMOGABKA-seed,MOBKA,1.0
972,IMOGABKA-seed,NSGA2,0.4716981132075472
972,IMOGABKA-seed,NSGA3,0.7111111111111111
972,IMOGABKA-seed,MOEAD,0.5357142857142857
972,MOBKA,IMOGABKA-seed,0.0
972,MOBKA,MOBKA,1.0
972,MOBKA,NSGA2,0.0
972,MOBKA,NSGA3,0.0
972,MOBKA,MOEAD,0.0
972,NSGA2,IMOGABKA-seed,0.09375
972,NSGA2,MOBKA,0.0
972,NSGA2,NSGA2,1.0
972,NSGA2,NSGA3,0.7777777777777778
972,NSGA2,MOEAD,0.7142857142857143
972,NSGA3,IMOGABKA-seed,0.020833333333333332
972,NSGA3,MOBKA,0.0
972,NSGA3,NSGA2,0.1320754716981132
972,NSGA3,NSGA3,1.0
972,NSGA3,MOEAD,0.35714285714285715
972,MOEAD,IMOGABKA-seed,0.041666666666666664
972,MOEAD,MOBKA,0.0
972,MOEAD,NSGA2,0.03773584905660377
972,MOEAD,NSGA3,0.24444444444444444
972,MOEAD,MOEAD,1.0
973,IMOGABKA-seed,IMOGABKA-seed,1.0
973,IMOGABKA-seed,MOBKA,1.0
973,IMOGABKA-seed,NSGA2,0.5789473684210527
973,IMOGABKA-seed,NSGA3,0.7608695652173914
973,IMOGABKA-seed,MOEAD,1.0
973,MOBKA,IMOGABKA-seed,0.0
973,MOBKA,MOBKA,1.0
973,MOBKA,NSGA2,0.0
973,MOBKA,NSGA3,0.0
973,MOBKA,MOEAD,0.0
973,NSGA2,IMOGABKA-seed,0.13829787234042554
973,NSGA2,MOBKA,0.2222222222222222
973,NSGA2,NSGA2,1.0
973,NSGA2,NSGA3,0.8478260869565217
973,NSGA2,MOEAD,1.0
973,NSGA3,IMOGABKA-seed,0.05319148936170213
973,NSGA3,MOBKA,0.2222222222222222
973,NSGA3,NSGA2,0.0
973,NSGA3,NSGA3,1.0
973,NSGA3,MOEAD,0.7777777777777778
973,MOEAD,IMOGABKA-seed,0.0
973,MOEAD,MOBKA,0.1111111111111111
973,MOEAD,NSGA2,0.0
973,MOEAD,NSGA3,0.0
973,MOEAD,MOEAD,1.0
974,IMOGABKA-seed,IMOGABKA-seed,1.0
974,IMOGABKA-seed,MOBKA,1.0
974,IMOGABKA-seed,NSGA2,0.6181818181818182
974,IMOGABKA-seed,NSGA3,0.5348837209302325
974,IMOGABKA-seed,MOEAD,0.9375
974,MOBKA,IMOGABKA-seed,0.0
974,MOBKA,MOBKA,1.0
974,MOBKA,NSGA2,0.0
974,MOBKA,NSGA3,0.0
974,MOBKA,MOEAD,0.0
974,NSGA2,IMOGABKA-seed,0.20212765957446807
974,NSGA2,MOBKA,0.2
974,NSGA2,NSGA2,1.0
974,NSGA2,NSGA3,0.5813953488372093
974,NSGA2,MOEAD,1.0
974,NSGA3,IMOGABKA-seed,0.18085106382978725
974,NSGA3,MOBKA,0.2
974,NSGA3,NSGA2,0.12727272727272726
974,NSGA3,NSGA3,1.0
974,NSGA3,MOEAD,0.375
974,MOEAD,IMOGABKA-seed,0.0
974,MOEAD,MOBKA,0.0
974,MOEAD,NSGA2,0.0
974,MOEAD,NSGA3,0.0
974,MOEAD,MOEAD,1.0
975,IMOGABKA-seed,IMOGABKA-seed,1.0
975,IMOGABKA-seed,MOBKA,1.0
975,IMOGABKA-seed,NSGA2,0.7843137254901961
975,IMOGABKA-seed,NSGA3,0.673469387755102
975,IMOGABKA-seed,MOEAD,1.0
975,MOBKA,IMOGABKA-seed,0.0
975,MOBKA,MOBKA,1.0
975,MOBKA,NSGA2,0.0
975,MOBKA,NSGA3,0.0
975,MOBKA,MOEAD,0.0
975,NSGA2,IMOGABKA-seed,0.07446808510638298
975,NSGA2,MOBKA,0.2857142857142857
975,NSGA2,NSGA2,1.0
975,NSGA2,NSGA3,0.30612244897959184
975,NSGA2,MOEAD,1.0
975,NSGA3,IMOGABKA-seed,0.06382978723404255
975,NSGA3,MOBKA,0.42857142857142855
975,NSGA3,NSGA2,0.3137254901960784
975,NSGA3,NSGA3,1.0
975,NSGA3,MOEAD,1.0
975,MOEAD,IMOGABKA-seed,0.0
975,MOEAD,MOBKA,0.0
975,MOEAD,NSGA2,0.0
975,MOEAD,NSGA3,0.0
975,MOEAD,MOEAD,1.0
976,IMOGABKA-seed,IMOGABKA-seed,1.0
976,IMOGABKA-seed,MOBKA,1.0
976,IMOGABKA-seed,NSGA2,0.8541666666666666
976,IMOGABKA-seed,NSGA3,0.391304347826087
976,IMOGABKA-seed,MOEAD,1.0
976,MOBKA,IMOGABKA-seed,0.0
976,MOBKA,MOBKA,1.0
976,MOBKA,NSGA2,0.0
976,MOBKA,NSGA3,0.0
976,MOBKA,MOEAD,0.0
976,NSGA2,IMOGABKA-seed,0.1414141414141414
976,NSGA2,MOBKA,0.16666666666666666
976,NSGA2,NSGA2,1.0
976,NSGA2,NSGA3,0.41304347826086957
976,NSGA2,MOEAD,1.0
976,NSGA3,IMOGABKA-seed,0.1919191919191919
976,NSGA3,MOBKA,0.16666666666666666
976,NSGA3,NSGA2,0.14583333333333334
976,NSGA3,NSGA3,1.0
976,NSGA3,MOEAD,0.9583333333333334
976,MOEAD,IMOGABKA-seed,0.0
976,MOEAD,MOBKA,0.16666666666666666
976,MOEAD,NSGA2,0.0
976,MOEAD,NSGA3,0.0
976,MOEAD,MOEAD,1.0
977,IMOGABKA-seed,IMOGABKA-seed,1.0
977,IMOGABKA-seed,MOBKA,1.0
977,IMOGABKA-seed,NSGA2,0.5882352941176471
977,IMOGABKA-seed,NSGA3,0.2391304347826087
977,IMOGABKA-seed,MOEAD,0.9545454545454546
977,MOBKA,IMOGABKA-seed,0.0
977,MOBKA,MOBKA,1.0
977,MOBKA,NSGA2,0.0
977,MOBKA,NSGA3,0.0
977,MOBKA,MOEAD,0.0
977,NSGA2,IMOGABKA-seed,0.11827956989247312
977,NSGA2,MOBKA,0.0
977,NSGA2,NSGA2,1.0
977,NSGA2,NSGA3,0.021739130434782608
977,NSGA2,MOEAD,1.0
977,NSGA3,IMOGABKA-seed,0.15053763440860216
977,NSGA3,MOBKA,0.0
977,NSGA3,NSGA2,0.5882352941176471
977,NSGA3,NSGA3,1.0
977,NSGA3,MOEAD,1.0
977,MOEAD,IMOGABKA-seed,0.0
977,MOEAD,MOBKA,0.0
977,MOEAD,NSGA2,0.0
977,MOEAD,NSGA3,0.0
977,MOEAD,MOEAD,1.0
978,IMOGABKA-seed,IMOGABKA-seed,1.0
978,IMOGABKA-seed,MOBKA,1.0
978,IMOGABKA-seed,NSGA2,0.5483870967741935
978,IMOGABKA-seed,NSGA3,0.10869565217391304
978,IMOGABKA-seed,MOEAD,1.0
978,MOBKA,IMOGABKA-seed,0.0
978,MOBKA,MOBKA,1.0
978,MOBKA,NSGA2,0.0
978,MOBKA,NSGA3,0.0
978,MOBKA,MOEAD,0.0
978,NSGA2,IMOGABKA-seed,0.14583333333333334
978,NSGA2,MOBKA,0.16666666666666666
978,NSGA2,NSGA2,1.0
978,NSGA2,NSGA3,0.17391304347826086
978,NSGA2,MOEAD,1.0
978,NSGA3,IMOGABKA-seed,0.2604166666666667
978,NSGA3,MOBKA,0.0
978,NSGA3,NSGA2,0.5161290322580645
978,NSGA3,NSGA3,1.0
978,NSGA3,MOEAD,1.0
978,MOEAD,IMOGABKA-seed,0.0
978,MOEAD,MOBKA,0.0
978,MOEAD,NSGA2,0.0
978,MOEAD,NSGA3,0.0
978,MOEAD,MOEAD,1.0
979,IMOGABKA-seed,IMOGABKA-seed,1.0
979,IMOGABKA-seed,MOBKA,1.0
979,IMOGABKA-seed,NSGA2,0.6607142857142857
979,IMOGABKA-seed,NSGA3,1.0
979,IMOGABKA-seed,MOEAD,0.90625
979,MOBKA,IMOGABKA-seed,0.0
979,MOBKA,MOBKA,1.0
979,MOBKA,NSGA2,0.0
979,MOBKA,NSGA3,0.0
979,MOBKA,MOEAD,0.0
979,NSGA2,IMOGABKA-seed,0.061855670103092786
979,NSGA2,MOBKA,0.0
979,NSGA2,NSGA2,1.0
979,NSGA2,NSGA3,0.45
979,NSGA2,MOEAD,1.0
979,NSGA3,IMOGABKA-seed,0.0
979,NSGA3,MOBKA,0.0
979,NSGA3,NSGA2,0.14285714285714285
979,NSGA3,NSGA3,1.0
979,NSGA3,MOEAD,0.8125
979,MOEAD,IMOGABKA-seed,0.0
979,MOEAD,MOBKA,0.0
979,MOEAD,NSGA2,0.0
979,MOEAD,NSGA3,0.0
979,MOEAD,MOEAD,1.0
980,IMOGABKA-seed,IMOGABKA-seed,1.0
980,IMOGABKA-seed,MOBKA,1.0
980,IMOGABKA-seed,NSGA2,0.52
980,IMOGABKA-seed,NSGA3,0.8604651162790697
980,IMOGABKA-seed,MOEAD,1.0
980,MOBKA,IMOGABKA-seed,0.0
980,MOBKA,MOBKA,1.0
980,MOBKA,NSGA2,0.0
980,MOBKA,NSGA3,0.0
980,MOBKA,MOEAD,0.0
980,NSGA2,IMOGABKA-seed,0.10204081632653061
980,NSGA2,MOBKA,0.0
980,NSGA2,NSGA2,1.0
980,NSGA2,NSGA3,0.6976744186046512
980,NSGA2,MOEAD,1.0
980,NSGA3,IMOGABKA-seed,0.05102040816326531
980,NSGA3,MOBKA,0.0
980,NSGA3,NSGA2,0.08
980,NSGA3,NSGA3,1.0
980,NSGA3,MOEAD,0.9666666666666667
980,MOEAD,IMOGABKA-seed,0.0
980,MOEAD,MOBKA,0.0
980,MOEAD,NSGA2,0.0
980,MOEAD,NSGA3,0.0
980,MOEAD,MOEAD,1.0
981,IMOGABKA-seed,IMOGABKA-seed,1.0
981,IMOGABKA-seed,MOBKA,1.0
981,IMOGABKA-seed,NSGA2,0.5555555555555556
981,IMOGABKA-seed,NSGA3,0.94
981,IMOGABKA-seed,MOEAD,1.0
981,MOBKA,IMOGABKA-seed,0.0
981,MOBKA,MOBKA,1.0
981,MOBKA,NSGA2,0.0
981,MOBKA,NSGA3,0.0
981,MOBKA,MOEAD,0.0
981,NSGA2,IMOGABKA-seed,0.07526881720430108
981,NSGA2,MOBKA,0.2857142857142857
981,NSGA2,NSGA2,1.0
981,NSGA2,NSGA3,0.76
981,NSGA2,MOEAD,1.0
981,NSGA3,IMOGABKA-seed,0.0
981,NSGA3,MOBKA,0.2857142857142857
981,NSGA3,NSGA2,0.12962962962962962
981,NSGA3,NSGA3,1.0
981,NSGA3,MOEAD,0.9523809523809523
981,MOEAD,IMOGABKA-seed,0.0
981,MOEAD,MOBKA,0.14285714285714285
981,MOEAD,NSGA2,0.0
981,MOEAD,NSGA3,0.0
981,MOEAD,MOEAD,1.0
982,IMOGABKA-seed,IMOGABKA-seed,1.0
982,IMOGABKA-seed,MOBKA,1.0
982,IMOGABKA-seed,NSGA2,0.41509433962264153
982,IMOGABKA-seed,NSGA3,0.3076923076923077
982,IMOGABKA-seed,MOEAD,0.6
982,MOBKA,IMOGABKA-seed,0.0
982,MOBKA,MOBKA,1.0
982,MOBKA,NSGA2,0.0
982,MOBKA,NSGA3,0.0
982,MOBKA,MOEAD,0.0
982,NSGA2,IMOGABKA-seed,0.16129032258064516
982,NSGA2,MOBKA,0.0
982,NSGA2,NSGA2,1.0
982,NSGA2,NSGA3,0.09615384615384616
982,NSGA2,MOEAD,1.0
982,NSGA3,IMOGABKA-seed,0.13978494623655913
982,NSGA3,MOBKA,0.0
982,NSGA3,NSGA2,0.4716981132075472
982,NSGA3,NSGA3,1.0
982,NSGA3,MOEAD,0.9714285714285714
982,MOEAD,IMOGABKA-seed,0.021505376344086023
982,MOEAD,MOBKA,0.0
982,MOEAD,NSGA2,0.0
982,MOEAD,NSGA3,0.0
982,MOEAD,MOEAD,1.0
983,IMOGABKA-seed,IMOGABKA-seed,1.0
983,IMOGABKA-seed,MOBKA,1.0
983,IMOGABKA-seed,NSGA2,0.7272727272727273
983,IMOGABKA-seed,NSGA3,0.8775510204081632
983,IMOGABKA-seed,MOEAD,0.9642857142857143
983,MOBKA,IMOGABKA-seed,0.0
983,MOBKA,MOBKA,1.0
983,MOBKA,NSGA2,0.0
983,MOBKA,NSGA3,0.0
983,MOBKA,MOEAD,0.0
983,NSGA2,IMOGABKA-seed,0.07446808510638298
983,NSGA2,MOBKA,0.0
983,NSGA2,NSGA2,1.0
983,NSGA2,NSGA3,0.6938775510204082
983,NSGA2,MOEAD,1.0
983,NSGA3,IMOGABKA-seed,0.031914893617021274
983,NSGA3,MOBKA,0.0
983,NSGA3,NSGA2,0.07272727272727272
983,NSGA3,NSGA3,1.0
983,NSGA3,MOEAD,0.9642857142857143
983,MOEAD,IMOGABKA-seed,0.0
983,MOEAD,MOBKA,0.0
983,MOEAD,NSGA2,0.0
983,MOEAD,NSGA3,0.0
983,MOEAD,MOEAD,1.0
984,IMOGABKA-seed,IMOGABKA-seed,1.0
984,IMOGABKA-seed,MOBKA,1.0
984,IMOGABKA-seed,NSGA2,0.8888888888888888
984,IMOGABKA-seed,NSGA3,0.7547169811320755
984,IMOGABKA-seed,MOEAD,1.0
984,MOBKA,IMOGABKA-seed,0.0
984,MOBKA,MOBKA,1.0
984,MOBKA,NSGA2,0.0
984,MOBKA,NSGA3,0.0
984,MOBKA,MOEAD,0.0
984,NSGA2,IMOGABKA-seed,0.03260869565217391
984,NSGA2,MOBKA,0.0
984,NSGA2,NSGA2,1.0
984,NSGA2,NSGA3,0.3584905660377358
984,NSGA2,MOEAD,1.0
984,NSGA3,IMOGABKA-seed,0.06521739130434782
984,NSGA3,MOBKA,0.16666666666666666
984,NSGA3,NSGA2,0.2777777777777778
984,NSGA3,NSGA3,1.0
984,NSGA3,MOEAD,1.0
984,MOEAD,IMOGABKA-seed,0.0
984,MOEAD,MOBKA,0.0
984,MOEAD,NSGA2,0.0
984,MOEAD,NSGA3,0.0
984,MOEAD,MOEAD,1.0
985,IMOGABKA-seed,IMOGABKA-seed,1.0
985,IMOGABKA-seed,MOBKA,1.0
985,IMOGABKA-seed,NSGA2,0.8333333333333334
985,IMOGABKA-seed,NSGA3,1.0
985,IMOGABKA-seed,MOEAD,1.0
985,MOBKA,IMOGABKA-seed,0.0
985,MOBKA,MOBKA,1.0
985,MOBKA,NSGA2,0.0
985,MOBKA,NSGA3,0.0
985,MOBKA,MOEAD,0.0
985,NSGA2,IMOGABKA-seed,0.010416666666666666
985,NSGA2,MOBKA,0.2857142857142857
985,NSGA2,NSGA2,1.0
985,NSGA2,NSGA3,0.9512195121951219
985,NSGA2,MOEAD,1.0
985,NSGA3,IMOGABKA-seed,0.0
985,NSGA3,MOBKA,0.0
985,NSGA3,NSGA2,0.0
985,NSGA3,NSGA3,1.0
985,NSGA3,MOEAD,0.6086956521739131
985,MOEAD,IMOGABKA-seed,0.0
985,MOEAD,MOBKA,0.0
985,MOEAD,NSGA2,0.0
985,MOEAD,NSGA3,0.12195121951219512
985,MOEAD,MOEAD,1.0
986,IMOGABKA-seed,IMOGABKA-seed,1.0
986,IMOGABKA-seed,MOBKA,1.0
986,IMOGABKA-seed,NSGA2,0.6481481481481481
