13.213387558852791,21972000
13.343789824271365,21679200
15.056171586077028,21254400
15.430424997443369,20899200
15.430424997530309,20762400
15.665603586514937,20335200
16.039845140991531,19903200
16.081320805491941,19514400
16.33835267386911,19310400
16.338352899853369,19012800
17.534025751842627,18631200
17.534026079337274,18564000
17.541503278536766,18559200
17.868088829302476,18254400
18.362047602886179,18168000
18.391795073241802,18038400
18.953648901192025,17812800
19.954768928821849,17308800
20.312997284988814,17107200
23.099569218265145,16447200
26.98361974384909,14769600
29.497605615465272,13812000
30.212246625471398,13576800
31.185695702467626,13368000
31.21109132386799,12614400
32.036867465662901,12129600
32.185903797163398,12124800
40.169184277712567,10437600
44.016194589623375,10296000
51.304016429330829,8150400
54.901214242613158,7845600
57.286742466945114,7274400
82.506015454406452,7190400
83.435369435316446,6511200
95.550828937857148,6381600
101.95555268688352,5959200
108.0165360457635,5508000
129.77812376407729,5416800
227.45237059138114,5244000
232.72428639012179,5059200
273.52953482251928,4430400
275.46808403895403,4425600
