algorithm,runs,hv_mean,hv_median,hv_std,nd_count_mean,best_obj1_mean,best_obj2_mean,mean_obj1_mean,mean_obj2_mean,elapsed_sec_mean,elapsed_sec_median
IMOGABKA-seed,16,0.8726361986308232,0.8893639278654014,0.06066827976756378,93.75,3.1852617939648396e-11,3034950.0,24.2131922638642,15393212.100454353,49.74223510625052,48.040103549996275
NSGA2,16,0.8088621594100538,0.8182793956373944,0.06821604628963347,56.4375,7.319501869408578,4782300.0,24.98643575293739,12527332.2739317,10.841279050000594,10.807849699995131
NSGA3,16,0.8028076963297299,0.8125055579851954,0.06979842923582964,45.625,7.48408255908589,5030400.0,21.85313093467037,13401102.972999325,11.00545564999993,10.962195450003492
MOEAD,16,0.7195776005899421,0.7408628556699159,0.07998726184288119,23.0625,12.323334412692027,8685000.0,23.59372483583231,12843984.906773563,5.347770512500574,5.3405138999951305
MOBKA,16,0.4175011472682463,0.4225163138208369,0.062489338892760454,8.6875,0.1450247651317425,27493800.0,2.575106848593812,31415842.613636363,6.604205818752234,6.541897500006598
